t_rel_s,x,y,z,qx,qy,qz,qw
20.7426,0.176378,0.459154,0.320962,0.029649,0.998702,-0.038269,0.015846
20.7526,0.176470,0.459249,0.321208,0.030739,0.998676,-0.038014,0.016015
20.7625,0.176544,0.459327,0.321433,0.031862,0.998645,-0.037827,0.016199
20.7723,0.176610,0.459416,0.321678,0.033041,0.998613,-0.037589,0.016365
20.7826,0.176698,0.459486,0.321909,0.034265,0.998576,-0.037390,0.016555
20.7923,0.176767,0.459556,0.322120,0.035479,0.998538,-0.037184,0.016724
20.8025,0.176839,0.459613,0.322314,0.036736,0.998497,-0.037000,0.016869
20.8125,0.176940,0.459665,0.322514,0.037993,0.998455,-0.036803,0.017037
20.8225,0.177042,0.459709,0.322751,0.039240,0.998412,-0.036578,0.017213
20.8323,0.177148,0.459752,0.322951,0.040471,0.998367,-0.036391,0.017358
20.8430,0.177241,0.459777,0.323118,0.041697,0.998320,-0.036233,0.017490
20.8527,0.177355,0.459797,0.323308,0.042905,0.998273,-0.036056,0.017618
20.8627,0.177464,0.459826,0.323511,0.044083,0.998225,-0.035883,0.017791
20.8726,0.177569,0.459860,0.323692,0.045193,0.998179,-0.035707,0.017909
20.8824,0.177677,0.459877,0.323822,0.046314,0.998130,-0.035598,0.018022
20.8925,0.177779,0.459889,0.323979,0.047386,0.998082,-0.035463,0.018137
20.9024,0.177878,0.459894,0.324144,0.048437,0.998035,-0.035314,0.018220
20.9128,0.177979,0.459891,0.324241,0.049409,0.997989,-0.035255,0.018298
20.9225,0.178068,0.459900,0.324363,0.050346,0.997944,-0.035161,0.018376
20.9323,0.178152,0.459898,0.324458,0.051211,0.997900,-0.035101,0.018443
20.9428,0.178247,0.459896,0.324553,0.052035,0.997859,-0.035044,0.018486
20.9527,0.178318,0.459900,0.324644,0.052783,0.997820,-0.034995,0.018540
20.9625,0.178381,0.459890,0.324706,0.053452,0.997785,-0.034971,0.018551
20.9728,0.178435,0.459871,0.324771,0.054090,0.997751,-0.034960,0.018587
20.9827,0.178478,0.459858,0.324847,0.054650,0.997720,-0.034945,0.018607
20.9926,0.178509,0.459839,0.324865,0.055147,0.997692,-0.034976,0.018588
21.0027,0.178533,0.459794,0.324877,0.055601,0.997666,-0.035036,0.018557
21.0125,0.178529,0.459763,0.324883,0.055958,0.997644,-0.035108,0.018535
21.0224,0.178537,0.459725,0.324888,0.056326,0.997621,-0.035172,0.018486
21.0326,0.178514,0.459679,0.324892,0.056607,0.997604,-0.035239,0.018449
21.0430,0.178500,0.459644,0.324888,0.056872,0.997587,-0.035319,0.018392
21.0526,0.178463,0.459578,0.324812,0.057069,0.997571,-0.035484,0.018308
21.0622,0.178425,0.459530,0.324784,0.057242,0.997559,-0.035588,0.018241
21.0727,0.178391,0.459469,0.324707,0.057415,0.997546,-0.035742,0.018129
21.0829,0.178351,0.459403,0.324613,0.057571,0.997533,-0.035915,0.017999
21.0925,0.178294,0.459349,0.324522,0.057688,0.997523,-0.036067,0.017867
21.1029,0.178255,0.459292,0.324429,0.057817,0.997513,-0.036207,0.017716
21.1125,0.178180,0.459244,0.324286,0.057877,0.997506,-0.036394,0.017513
21.1225,0.178144,0.459186,0.324163,0.057992,0.997496,-0.036572,0.017353
21.1325,0.178099,0.459120,0.324055,0.058103,0.997487,-0.036720,0.017170
21.1426,0.178048,0.459065,0.323933,0.058240,0.997477,-0.036871,0.017000
21.1526,0.178016,0.459010,0.323801,0.058401,0.997465,-0.037028,0.016796
21.1627,0.177979,0.458931,0.323655,0.058604,0.997450,-0.037205,0.016593
21.1726,0.177948,0.458865,0.323520,0.058845,0.997433,-0.037354,0.016400
21.1823,0.177923,0.458803,0.323386,0.059152,0.997413,-0.037502,0.016171
21.1925,0.177926,0.458725,0.323255,0.059550,0.997387,-0.037651,0.015960
21.2025,0.177944,0.458660,0.323122,0.060056,0.997355,-0.037786,0.015760
21.2125,0.177964,0.458597,0.323001,0.060640,0.997318,-0.037915,0.015562
21.2228,0.177989,0.458537,0.322874,0.061310,0.997275,-0.038045,0.015363
21.2325,0.178023,0.458484,0.322764,0.062105,0.997225,-0.038138,0.015180
21.2425,0.178066,0.458433,0.322665,0.062963,0.997169,-0.038238,0.015050
21.2526,0.178106,0.458381,0.322569,0.063928,0.997107,-0.038338,0.014899
21.2625,0.178136,0.458365,0.322513,0.064930,0.997041,-0.038396,0.014802
21.2724,0.178201,0.458336,0.322474,0.066080,0.996965,-0.038428,0.014735
21.2824,0.178266,0.458306,0.322434,0.067271,0.996884,-0.038477,0.014705
21.2926,0.178310,0.458281,0.322400,0.068524,0.996797,-0.038541,0.014675
21.3028,0.178352,0.458257,0.322374,0.069782,0.996708,-0.038590,0.014662
21.3126,0.178418,0.458234,0.322324,0.071087,0.996613,-0.038673,0.014649
21.3230,0.178451,0.458223,0.322348,0.072322,0.996522,-0.038688,0.014688
21.3324,0.178471,0.458207,0.322312,0.073567,0.996429,-0.038744,0.014684
21.3425,0.178479,0.458167,0.322263,0.074773,0.996336,-0.038842,0.014686
21.3527,0.178493,0.458167,0.322266,0.075934,0.996247,-0.038855,0.014713
21.3626,0.178470,0.458142,0.322223,0.077001,0.996162,-0.038938,0.014724
21.3725,0.178469,0.458125,0.322214,0.078049,0.996078,-0.038978,0.014756
21.3828,0.178447,0.458088,0.322164,0.079005,0.995998,-0.039080,0.014792
21.3927,0.178427,0.458050,0.322090,0.079891,0.995923,-0.039180,0.014789
21.4024,0.178390,0.457985,0.321987,0.080722,0.995851,-0.039325,0.014766
21.4126,0.178360,0.457942,0.321873,0.081436,0.995788,-0.039468,0.014745
21.4226,0.178300,0.457870,0.321759,0.082051,0.995731,-0.039625,0.014718
21.4327,0.178265,0.457806,0.321620,0.082623,0.995678,-0.039787,0.014681
21.4425,0.178233,0.457745,0.321506,0.083100,0.995633,-0.039932,0.014661
21.4526,0.178172,0.457674,0.321330,0.083526,0.995590,-0.040127,0.014590
21.4624,0.178120,0.457600,0.321184,0.083860,0.995557,-0.040287,0.014533
21.4724,0.178046,0.457512,0.320991,0.084127,0.995527,-0.040494,0.014447
21.4829,0.177980,0.457420,0.320771,0.084361,0.995499,-0.040736,0.014349
21.4925,0.177894,0.457334,0.320554,0.084546,0.995476,-0.040949,0.014216
21.5026,0.177815,0.457219,0.320296,0.084699,0.995454,-0.041215,0.014105
21.5128,0.177726,0.457115,0.320041,0.084820,0.995435,-0.041464,0.013955
21.5225,0.177632,0.456983,0.319746,0.084948,0.995415,-0.041757,0.013784
21.5325,0.177533,0.456864,0.319445,0.085063,0.995395,-0.042050,0.013631
21.5424,0.177415,0.456705,0.319117,0.085154,0.995377,-0.042353,0.013432
21.5528,0.177303,0.456559,0.318773,0.085268,0.995355,-0.042681,0.013242
21.5629,0.177165,0.456372,0.318381,0.085381,0.995332,-0.043060,0.013012
21.5725,0.177027,0.456200,0.317994,0.085496,0.995310,-0.043410,0.012790
21.5825,0.176886,0.456029,0.317613,0.085618,0.995288,-0.043753,0.012541
21.5928,0.176720,0.455842,0.317189,0.085766,0.995263,-0.044106,0.012270
21.6026,0.176573,0.455668,0.316758,0.085904,0.995237,-0.044492,0.012017
21.6124,0.176433,0.455468,0.316336,0.086100,0.995207,-0.044862,0.011738
21.6223,0.176273,0.455294,0.315882,0.086268,0.995179,-0.045236,0.011444
21.6325,0.176129,0.455098,0.315420,0.086499,0.995144,-0.045628,0.011167
21.6428,0.175969,0.454917,0.314971,0.086739,0.995110,-0.045989,0.010860
21.6528,0.175816,0.454732,0.314502,0.087024,0.995070,-0.046382,0.010557
21.6629,0.175666,0.454547,0.314058,0.087326,0.995030,-0.046731,0.010260
21.6728,0.175502,0.454383,0.313602,0.087646,0.994988,-0.047096,0.009961
21.6824,0.175338,0.454211,0.313164,0.088030,0.994940,-0.047447,0.009654
21.6925,0.175168,0.454036,0.312730,0.088460,0.994888,-0.047796,0.009365
21.7025,0.174990,0.453879,0.312302,0.088889,0.994837,-0.048123,0.009053
21.7128,0.174828,0.453735,0.311888,0.089342,0.994783,-0.048445,0.008793
21.7228,0.174667,0.453592,0.311534,0.089800,0.994731,-0.048715,0.008549
21.7325,0.174517,0.453451,0.311171,0.090321,0.994672,-0.048997,0.008335
21.7424,0.174356,0.453320,0.310823,0.090822,0.994614,-0.049271,0.008119
21.7526,0.174206,0.453187,0.310463,0.091350,0.994554,-0.049543,0.007906
21.7626,0.174058,0.453058,0.310144,0.091921,0.994491,-0.049780,0.007738
21.7726,0.173903,0.452917,0.309810,0.092518,0.994424,-0.050040,0.007565
21.7826,0.173759,0.452784,0.309493,0.093112,0.994357,-0.050287,0.007412
21.7926,0.173575,0.452661,0.309138,0.093709,0.994289,-0.050546,0.007228
21.8029,0.173402,0.452523,0.308785,0.094317,0.994218,-0.050840,0.007073
21.8127,0.173211,0.452391,0.308457,0.094899,0.994152,-0.051070,0.006909
21.8226,0.173027,0.452256,0.308098,0.095482,0.994084,-0.051337,0.006753
21.8327,0.172826,0.452141,0.307771,0.096008,0.994022,-0.051559,0.006624
21.8425,0.172608,0.452003,0.307422,0.096499,0.993962,-0.051826,0.006470
21.8525,0.172423,0.451892,0.307082,0.096955,0.993906,-0.052057,0.006353
21.8628,0.172217,0.451775,0.306742,0.097367,0.993855,-0.052287,0.006209
21.8724,0.171990,0.451642,0.306408,0.097712,0.993810,-0.052517,0.006071
21.8824,0.171763,0.451523,0.306075,0.098048,0.993766,-0.052735,0.005911
21.8925,0.171519,0.451410,0.305736,0.098303,0.993729,-0.052963,0.005757
21.9026,0.171280,0.451276,0.305371,0.098534,0.993695,-0.053207,0.005555
21.9126,0.171030,0.451148,0.305021,0.098711,0.993666,-0.053437,0.005373
21.9229,0.170785,0.451015,0.304670,0.098874,0.993638,-0.053663,0.005192
21.9324,0.170526,0.450891,0.304320,0.098973,0.993617,-0.053892,0.005003
21.9425,0.170272,0.450767,0.303964,0.099039,0.993599,-0.054123,0.004793
21.9525,0.170029,0.450653,0.303626,0.099121,0.993580,-0.054340,0.004610
21.9627,0.169778,0.450532,0.303287,0.099110,0.993570,-0.054554,0.004402
21.9726,0.169522,0.450441,0.302959,0.099083,0.993563,-0.054756,0.004200
21.9825,0.169285,0.450346,0.302650,0.099060,0.993556,-0.054941,0.003994
21.9925,0.169064,0.450246,0.302347,0.099029,0.993549,-0.055129,0.003817
22.0026,0.168843,0.450166,0.302020,0.098959,0.993546,-0.055326,0.003613
22.0125,0.168641,0.450105,0.301689,0.098885,0.993542,-0.055546,0.003395
22.0225,0.168441,0.450051,0.301332,0.098782,0.993539,-0.055786,0.003172
22.0328,0.168284,0.450006,0.300980,0.098686,0.993536,-0.056030,0.002947
22.0430,0.168137,0.449990,0.300618,0.098572,0.993533,-0.056295,0.002723
22.0525,0.168020,0.449975,0.300223,0.098482,0.993526,-0.056584,0.002483
22.0625,0.167901,0.449979,0.299815,0.098407,0.993515,-0.056909,0.002243
22.0728,0.167816,0.450002,0.299363,0.098306,0.993506,-0.057246,0.001991
22.0827,0.167753,0.450053,0.298911,0.098194,0.993497,-0.057600,0.001722
22.0928,0.167714,0.450115,0.298408,0.098126,0.993481,-0.058011,0.001441
22.1026,0.167702,0.450198,0.297864,0.098059,0.993462,-0.058452,0.001148
22.1125,0.167722,0.450307,0.297262,0.098023,0.993436,-0.058948,0.000802
22.1227,0.167726,0.450430,0.296652,0.097914,0.993417,-0.059454,0.000457
22.1325,0.167782,0.450550,0.296010,0.097881,0.993388,-0.059993,0.000098
22.1430,0.167846,0.450688,0.295361,-0.097848,-0.993357,0.060553,0.000250
22.1525,0.167923,0.450853,0.294703,-0.097824,-0.993326,0.061097,0.000617
22.1627,0.168034,0.451021,0.294052,-0.097810,-0.993293,0.061651,0.000973
22.1725,0.168163,0.451207,0.293384,-0.097820,-0.993257,0.062211,0.001320
22.1826,0.168282,0.451391,0.292670,-0.097825,-0.993216,0.062837,0.001730
22.1923,0.168414,0.451586,0.291941,-0.097848,-0.993173,0.063472,0.002128
22.2026,0.168550,0.451804,0.291256,-0.097877,-0.993131,0.064072,0.002512
22.2125,0.168694,0.452019,0.290538,-0.097911,-0.993086,0.064688,0.002909
22.2223,0.168823,0.452226,0.289845,-0.097929,-0.993044,0.065296,0.003308
22.2326,0.168984,0.452437,0.289148,-0.097980,-0.992998,0.065897,0.003682
22.2422,0.169108,0.452639,0.288489,-0.098008,-0.992955,0.066471,0.004031
22.2527,0.169246,0.452837,0.287830,-0.098071,-0.992908,0.067058,0.004382
22.2625,0.169395,0.453034,0.287183,-0.098144,-0.992861,0.067617,0.004730
22.2725,0.169527,0.453255,0.286567,-0.098243,-0.992813,0.068156,0.005059
22.2827,0.169687,0.453474,0.285915,-0.098376,-0.992759,0.068730,0.005375
22.2925,0.169851,0.453715,0.285258,-0.098597,-0.992695,0.069304,0.005706
22.3025,0.170028,0.453976,0.284547,-0.098873,-0.992622,0.069926,0.006055
22.3127,0.170209,0.454253,0.283833,-0.099214,-0.992542,0.070539,0.006379
22.3227,0.170427,0.454561,0.283101,-0.099636,-0.992452,0.071182,0.006718
22.3325,0.170642,0.454889,0.282374,-0.100072,-0.992361,0.071808,0.007017
22.3425,0.170880,0.455247,0.281654,-0.100597,-0.992261,0.072413,0.007351
22.3528,0.171132,0.455634,0.280947,-0.101151,-0.992159,0.073009,0.007630
22.3626,0.171402,0.456062,0.280279,-0.101745,-0.992056,0.073552,0.007902
22.3726,0.171674,0.456503,0.279578,-0.102351,-0.991949,0.074126,0.008174
22.3829,0.171977,0.456980,0.278904,-0.103012,-0.991837,0.074673,0.008415
22.3926,0.172307,0.457492,0.278273,-0.103699,-0.991727,0.075170,0.008632
22.4027,0.172606,0.457995,0.277647,-0.104365,-0.991617,0.075659,0.008861
22.4125,0.172964,0.458530,0.277032,-0.105079,-0.991504,0.076138,0.009033
22.4227,0.173294,0.459073,0.276488,-0.105720,-0.991404,0.076537,0.009190
22.4327,0.173633,0.459606,0.275989,-0.106356,-0.991307,0.076887,0.009322
22.4429,0.173979,0.460130,0.275568,-0.106970,-0.991219,0.077167,0.009394
22.4527,0.174316,0.460664,0.275226,-0.107548,-0.991141,0.077362,0.009410
22.4627,0.174633,0.461158,0.274938,-0.108068,-0.991072,0.077522,0.009426
22.4726,0.174947,0.461661,0.274709,-0.108531,-0.991013,0.077624,0.009401
22.4830,0.175270,0.462152,0.274529,-0.108953,-0.990964,0.077659,0.009368
22.4928,0.175594,0.462644,0.274467,-0.109325,-0.990929,0.077602,0.009266
22.5029,0.175903,0.463119,0.274444,-0.109640,-0.990901,0.077532,0.009155
22.5125,0.176221,0.463573,0.274495,-0.109960,-0.990879,0.077368,0.008989
22.5227,0.176542,0.464031,0.274649,-0.110225,-0.990872,0.077111,0.008795
22.5324,0.176834,0.464480,0.274875,-0.110429,-0.990876,0.076796,0.008553
22.5426,0.177141,0.464914,0.275148,-0.110607,-0.990885,0.076441,0.008301
22.5525,0.177454,0.465340,0.275470,-0.110751,-0.990903,0.076037,0.008009
22.5626,0.177757,0.465758,0.275850,-0.110877,-0.990926,0.075581,0.007708
22.5727,0.178019,0.466161,0.276243,-0.110947,-0.990955,0.075129,0.007403
22.5825,0.178306,0.466559,0.276709,-0.111021,-0.990990,0.074591,0.007057
22.5926,0.178583,0.466926,0.277195,-0.111063,-0.991027,0.074067,0.006702
22.6027,0.178847,0.467300,0.277751,-0.111089,-0.991072,0.073454,0.006336
22.6128,0.179117,0.467664,0.278356,-0.111111,-0.991121,0.072784,0.005925
22.6224,0.179383,0.468014,0.278978,-0.111152,-0.991168,0.072123,0.005522
22.6324,0.179648,0.468375,0.279649,-0.111164,-0.991219,0.071418,0.005106
22.6428,0.179909,0.468737,0.280331,-0.111191,-0.991272,0.070676,0.004674
22.6527,0.180162,0.469076,0.281037,-0.111207,-0.991322,0.069974,0.004225
22.6626,0.180409,0.469407,0.281688,-0.111202,-0.991371,0.069308,0.003820
22.6725,0.180636,0.469740,0.282378,-0.111236,-0.991417,0.068613,0.003431
22.6825,0.180898,0.470082,0.283063,-0.111244,-0.991465,0.067916,0.003023
22.6923,0.181148,0.470420,0.283732,-0.111234,-0.991512,0.067256,0.002613
22.7023,0.181383,0.470736,0.284404,-0.111250,-0.991556,0.066601,0.002231
22.7127,0.181616,0.471066,0.285059,-0.111233,-0.991601,0.065962,0.001838
22.7225,0.181845,0.471366,0.285664,-0.111262,-0.991638,0.065370,0.001471
22.7326,0.182065,0.471661,0.286278,-0.111270,-0.991676,0.064782,0.001113
22.7427,0.182270,0.471952,0.286851,-0.111240,-0.991716,0.064215,0.000763
22.7528,0.182475,0.472215,0.287428,-0.111271,-0.991750,0.063646,0.000420
22.7627,0.182655,0.472466,0.287934,-0.111294,-0.991778,0.063172,0.000108
22.7725,0.182829,0.472680,0.288425,0.111294,0.991806,-0.062720,0.000193
22.7827,0.182972,0.472876,0.288872,0.111284,0.991834,-0.062301,0.000450
22.7926,0.183106,0.473038,0.289309,0.111295,0.991856,-0.061924,0.000699
22.8027,0.183213,0.473171,0.289680,0.111302,0.991875,-0.061608,0.000928
22.8126,0.183297,0.473274,0.290065,0.111325,0.991891,-0.061299,0.001160
22.8227,0.183356,0.473349,0.290407,0.111330,0.991907,-0.061030,0.001343
22.8325,0.183407,0.473403,0.290764,0.111326,0.991925,-0.060741,0.001529
22.8426,0.183452,0.473430,0.291061,0.111343,0.991936,-0.060525,0.001691
22.8530,0.183476,0.473434,0.291369,0.111327,0.991950,-0.060315,0.001858
22.8627,0.183474,0.473425,0.291664,0.111347,0.991960,-0.060106,0.002017
22.8722,0.183477,0.473386,0.291951,0.111367,0.991968,-0.059939,0.002162
22.8825,0.183450,0.473335,0.292222,0.111370,0.991976,-0.059793,0.002297
22.8929,0.183414,0.473253,0.292448,0.111380,0.991981,-0.059692,0.002420
22.9027,0.183349,0.473161,0.292643,0.111369,0.991984,-0.059644,0.002513
22.9127,0.183301,0.473041,0.292836,0.111393,0.991985,-0.059593,0.002617
22.9231,0.183215,0.472914,0.292970,0.111391,0.991983,-0.059618,0.002675
22.9326,0.183138,0.472768,0.293125,0.111423,0.991977,-0.059649,0.002786
22.9426,0.183053,0.472627,0.293259,0.111441,0.991973,-0.059688,0.002874
22.9527,0.182981,0.472488,0.293385,0.111497,0.991965,-0.059709,0.002960
22.9626,0.182887,0.472330,0.293475,0.111528,0.991955,-0.059807,0.003066
22.9726,0.182816,0.472173,0.293592,0.111566,0.991948,-0.059855,0.003201
22.9827,0.182733,0.472003,0.293660,0.111632,0.991935,-0.059931,0.003306
22.9926,0.182642,0.471824,0.293712,0.111688,0.991922,-0.060043,0.003412
23.0025,0.182549,0.471648,0.293728,0.111759,0.991907,-0.060154,0.003542
23.0126,0.182458,0.471469,0.293728,0.111834,0.991891,-0.060265,0.003670
23.0227,0.182357,0.471277,0.293708,0.111904,0.991876,-0.060375,0.003785
23.0326,0.182254,0.471077,0.293665,0.111958,0.991861,-0.060516,0.003894
23.0425,0.182129,0.470859,0.293612,0.112012,0.991848,-0.060617,0.003977
23.0528,0.181986,0.470638,0.293550,0.112070,0.991834,-0.060733,0.004067
23.0630,0.181854,0.470410,0.293471,0.112155,0.991818,-0.060840,0.004116
23.0724,0.181704,0.470174,0.293393,0.112179,0.991809,-0.060932,0.004145
23.0825,0.181513,0.469928,0.293323,0.112245,0.991799,-0.060984,0.004148
23.0929,0.181329,0.469677,0.293268,0.112307,0.991791,-0.061001,0.004145
23.1026,0.181139,0.469409,0.293244,0.112379,0.991783,-0.060995,0.004162
23.1127,0.180938,0.469138,0.293218,0.112445,0.991778,-0.060949,0.004172
23.1228,0.180701,0.468867,0.293242,0.112493,0.991778,-0.060860,0.004193
23.1324,0.180475,0.468584,0.293304,0.112546,0.991779,-0.060738,0.004211
23.1425,0.180214,0.468299,0.293376,0.112598,0.991782,-0.060598,0.004237
23.1527,0.179936,0.468021,0.293512,0.112615,0.991791,-0.060413,0.004293
23.1627,0.179670,0.467751,0.293717,0.112664,0.991803,-0.060127,0.004363
23.1726,0.179374,0.467474,0.293953,0.112671,0.991819,-0.059838,0.004442
23.1828,0.179056,0.467212,0.294201,0.112652,0.991839,-0.059526,0.004536
23.1923,0.178771,0.466955,0.294529,0.112662,0.991860,-0.059154,0.004653
23.2027,0.178476,0.466722,0.294878,0.112638,0.991886,-0.058759,0.004768
23.2125,0.178193,0.466490,0.295206,0.112637,0.991908,-0.058381,0.004870
23.2226,0.177902,0.466261,0.295555,0.112598,0.991934,-0.057994,0.004996
23.2326,0.177617,0.466055,0.295898,0.112590,0.991956,-0.057627,0.005084
23.2426,0.177346,0.465849,0.296207,0.112549,0.991978,-0.057316,0.005162
23.2527,0.177059,0.465681,0.296515,0.112469,0.992006,-0.056989,0.005256
23.2629,0.176782,0.465521,0.296789,0.112402,0.992029,-0.056711,0.005306
23.2727,0.176516,0.465377,0.297005,0.112310,0.992051,-0.056499,0.005364
23.2827,0.176274,0.465252,0.297254,0.112256,0.992070,-0.056260,0.005445
23.2925,0.176026,0.465141,0.297419,0.112131,0.992093,-0.056102,0.005483
23.3024,0.175801,0.465034,0.297592,0.112049,0.992110,-0.055967,0.005562
23.3125,0.175578,0.464937,0.297706,0.111949,0.992125,-0.055896,0.005606
23.3230,0.175356,0.464864,0.297803,0.111810,0.992143,-0.055855,0.005639
23.3325,0.175152,0.464787,0.297851,0.111707,0.992154,-0.055859,0.005649
23.3429,0.174956,0.464722,0.297903,0.111586,0.992167,-0.055866,0.005634
23.3525,0.174770,0.464657,0.297921,0.111483,0.992176,-0.055912,0.005632
23.3626,0.174613,0.464605,0.297921,0.111382,0.992184,-0.055983,0.005624
23.3727,0.174449,0.464535,0.297914,0.111298,0.992188,-0.056075,0.005605
23.3825,0.174305,0.464495,0.297910,0.111208,0.992194,-0.056155,0.005597
23.3925,0.174166,0.464445,0.297875,0.111105,0.992198,-0.056283,0.005580
23.4026,0.174066,0.464416,0.297865,0.111037,0.992202,-0.056344,0.005533
23.4128,0.173966,0.464363,0.297832,0.110971,0.992202,-0.056470,0.005558
23.4226,0.173866,0.464322,0.297797,0.110945,0.992199,-0.056584,0.005532
23.4328,0.173779,0.464304,0.297769,0.110860,0.992205,-0.056657,0.005481
23.4425,0.173695,0.464267,0.297695,0.110793,0.992204,-0.056797,0.005447
23.4526,0.173638,0.464248,0.297656,0.110746,0.992203,-0.056910,0.005404
23.4625,0.173622,0.464241,0.297648,0.110725,0.992202,-0.056969,0.005402
23.4727,0.173573,0.464230,0.297633,0.110705,0.992200,-0.057054,0.005370
23.4827,0.173552,0.464230,0.297634,0.110669,0.992201,-0.057111,0.005364
23.4926,0.173535,0.464210,0.297615,0.110669,0.992196,-0.057194,0.005327
23.5026,0.173533,0.464213,0.297605,0.110654,0.992194,-0.057267,0.005290
23.5125,0.173521,0.464204,0.297620,0.110640,0.992192,-0.057318,0.005279
23.5225,0.173509,0.464197,0.297588,0.110641,0.992187,-0.057417,0.005223
23.5324,0.173511,0.464190,0.297608,0.110652,0.992183,-0.057470,0.005219
23.5427,0.173526,0.464201,0.297617,0.110660,0.992178,-0.057537,0.005172
23.5525,0.173516,0.464199,0.297630,0.110644,0.992175,-0.057615,0.005143
23.5629,0.173525,0.464214,0.297643,0.110642,0.992173,-0.057659,0.005098
23.5725,0.173531,0.464221,0.297660,0.110644,0.992169,-0.057735,0.005075
23.5824,0.173529,0.464222,0.297662,0.110636,0.992165,-0.057814,0.005051
23.5930,0.173553,0.464231,0.297675,0.110634,0.992162,-0.057878,0.005000
23.6027,0.173545,0.464247,0.297677,0.110621,0.992159,-0.057953,0.004953
23.6123,0.173553,0.464253,0.297682,0.110633,0.992153,-0.058035,0.004920
23.6226,0.173569,0.464286,0.297709,0.110615,0.992153,-0.058076,0.004887
23.6326,0.173576,0.464311,0.297734,0.110617,0.992150,-0.058125,0.004870
23.6424,0.173594,0.464344,0.297779,0.110604,0.992150,-0.058152,0.004844
23.6527,0.173623,0.464382,0.297823,0.110606,0.992149,-0.058172,0.004828
23.6626,0.173647,0.464419,0.297885,0.110608,0.992148,-0.058186,0.004837
23.6726,0.173675,0.464456,0.297951,0.110614,0.992146,-0.058207,0.004802
23.6824,0.173717,0.464501,0.298039,0.110621,0.992146,-0.058186,0.004824
23.6926,0.173749,0.464566,0.298139,0.110600,0.992151,-0.058147,0.004827
23.7026,0.173800,0.464618,0.298243,0.110629,0.992150,-0.058104,0.004833
23.7127,0.173846,0.464668,0.298342,0.110648,0.992149,-0.058079,0.004858
23.7231,0.173900,0.464719,0.298457,0.110655,0.992152,-0.058023,0.004862
23.7326,0.173947,0.464788,0.298565,0.110658,0.992154,-0.057970,0.004879
23.7428,0.174009,0.464859,0.298699,0.110683,0.992157,-0.057877,0.004889
23.7526,0.174097,0.464940,0.298862,0.110716,0.992161,-0.057749,0.004939
23.7623,0.174171,0.465023,0.299048,0.110738,0.992165,-0.057616,0.005003
23.7726,0.174275,0.465152,0.299286,0.110776,0.992173,-0.057403,0.005080
23.7827,0.174391,0.465309,0.299586,0.110805,0.992184,-0.057143,0.005205
23.7929,0.174534,0.465507,0.299965,0.110835,0.992199,-0.056806,0.005383
23.8025,0.174705,0.465759,0.300422,0.110847,0.992220,-0.056404,0.005605
23.8127,0.174901,0.466058,0.300969,0.110895,0.992242,-0.055900,0.005852
23.8227,0.175140,0.466382,0.301578,0.110951,0.992264,-0.055352,0.006163
23.8325,0.175389,0.466781,0.302358,0.110969,0.992299,-0.054643,0.006552
23.8426,0.175685,0.467235,0.303238,0.110996,0.992337,-0.053834,0.007003
23.8525,0.176002,0.467740,0.304188,0.111034,0.992375,-0.052977,0.007477
23.8623,0.176328,0.468300,0.305283,0.111036,0.992422,-0.052012,0.008039
23.8725,0.176652,0.468919,0.306500,0.111010,0.992476,-0.050932,0.008643
23.8827,0.176958,0.469608,0.307856,0.110957,0.992535,-0.049761,0.009287
23.8923,0.177278,0.470355,0.309370,0.110841,0.992604,-0.048482,0.010015
23.9027,0.177528,0.471151,0.311039,0.110679,0.992680,-0.047126,0.010756
23.9125,0.177746,0.472002,0.312896,0.110449,0.992764,-0.045665,0.011599
23.9225,0.177888,0.472890,0.314880,0.110136,0.992856,-0.044174,0.012439
23.9324,0.177920,0.473815,0.317041,0.109734,0.992958,-0.042613,0.013341
23.9425,0.177860,0.474774,0.319370,0.109237,0.993069,-0.040979,0.014242
23.9526,0.177693,0.475757,0.321841,0.108626,0.993189,-0.039322,0.015171
23.9627,0.177391,0.476740,0.324404,0.107959,0.993310,-0.037681,0.016133
23.9726,0.176962,0.477708,0.327060,0.107193,0.993437,-0.036095,0.017017
23.9828,0.176461,0.478744,0.329899,0.106392,0.993566,-0.034406,0.017989
23.9925,0.175846,0.479766,0.332838,0.105586,0.993691,-0.032738,0.018902
24.0026,0.175166,0.480778,0.335831,0.104796,0.993808,-0.031161,0.019785
24.0124,0.174433,0.481787,0.338900,0.104086,0.993912,-0.029625,0.020657
24.0226,0.173647,0.482799,0.341997,0.103440,0.994007,-0.028094,0.021489
24.0325,0.172852,0.483793,0.345085,0.102930,0.994081,-0.026694,0.022273
24.0427,0.172041,0.484779,0.348166,0.102569,0.994137,-0.025315,0.023028
24.0528,0.171244,0.485770,0.351195,0.102352,0.994176,-0.023976,0.023749
24.0628,0.170457,0.486720,0.354149,0.102306,0.994193,-0.022756,0.024421
24.0724,0.169686,0.487647,0.357063,0.102410,0.994192,-0.021600,0.025047
24.0825,0.168967,0.488551,0.359919,0.102747,0.994165,-0.020557,0.025604
24.0926,0.168267,0.489456,0.362725,0.103225,0.994122,-0.019591,0.026116
24.1027,0.167619,0.490337,0.365471,0.103854,0.994062,-0.018665,0.026598
24.1128,0.167031,0.491187,0.368199,0.104628,0.993984,-0.017794,0.027073
24.1229,0.166454,0.492026,0.370811,0.105468,0.993898,-0.017002,0.027452
