t_rel_s,q1,q2,q3,q4,q5,q6,qd1,qd2,qd3,qd4,qd5,qd6,eff1,eff2,eff3,eff4,eff5,eff6
9.2726,-2.306822,-1.612150,2.083452,-2.049199,-1.591424,2.608482,-0.086909,-0.010745,0.178994,-0.045211,-0.003493,-0.097611,-0.6007,-2.3343,-1.1201,-0.5742,-0.1462,-0.1705
9.2823,-2.307640,-1.612242,2.085209,-2.049761,-1.591490,2.607603,-0.076220,-0.011268,0.173792,-0.057608,-0.003424,-0.084666,-0.6689,-2.3686,-1.1084,-0.5482,-0.1279,-0.1381
9.2927,-2.308369,-1.612366,2.086968,-2.050360,-1.591460,2.606803,-0.069011,-0.010280,0.175063,-0.068690,-0.002471,-0.071850,-0.5331,-2.3578,-0.8516,-0.5552,-0.1561,-0.1701
9.3022,-2.308987,-1.612476,2.088690,-2.051123,-1.591518,2.606116,-0.058779,-0.011483,0.173665,-0.079684,-0.003185,-0.063314,-0.6729,-2.3741,-0.8001,-0.5361,-0.1303,-0.1490
9.3122,-2.309570,-1.612596,2.090392,-2.051962,-1.591557,2.605559,-0.050503,-0.010486,0.170902,-0.089742,-0.002298,-0.051917,-0.7018,-2.3150,-0.9661,-0.5444,-0.1371,-0.1832
9.3225,-2.310044,-1.612707,2.092084,-2.052941,-1.591550,2.605082,-0.043479,-0.010489,0.168641,-0.100337,-0.002808,-0.044352,-0.7326,-2.3217,-0.8450,-0.5629,-0.1350,-0.1642
9.3322,-2.310465,-1.612784,2.093772,-2.054011,-1.591594,2.604677,-0.038629,-0.009147,0.168402,-0.113371,-0.002388,-0.034835,-0.6242,-2.2746,-0.9277,-0.5388,-0.1378,-0.1632
9.3423,-2.310809,-1.612868,2.095449,-2.055164,-1.591622,2.604346,-0.032922,-0.009115,0.166961,-0.120045,-0.002645,-0.027187,-0.6593,-2.2627,-0.9339,-0.5591,-0.1312,-0.1501
9.3524,-2.311133,-1.612970,2.097099,-2.056437,-1.591641,2.604144,-0.027692,-0.007659,0.165498,-0.129895,-0.002057,-0.021935,-0.6524,-2.2485,-0.8964,-0.5482,-0.1415,-0.1405
9.3622,-2.311374,-1.613004,2.098694,-2.057743,-1.591618,2.603937,-0.023053,-0.006668,0.160532,-0.136466,-0.001904,-0.016748,-0.5919,-2.2818,-0.8712,-0.5387,-0.1558,-0.1392
9.3723,-2.311563,-1.613061,2.100336,-2.059117,-1.591658,2.603808,-0.019554,-0.006079,0.160731,-0.136086,-0.002021,-0.012250,-0.5722,-2.2413,-0.8770,-0.5501,-0.1390,-0.1590
9.3823,-2.311743,-1.613124,2.101908,-2.060514,-1.591674,2.603654,-0.015484,-0.005921,0.156002,-0.140008,-0.001639,-0.009547,-0.5712,-2.2241,-0.8896,-0.5569,-0.1462,-0.1613
9.3923,-2.311875,-1.613199,2.103475,-2.061875,-1.591694,2.603635,-0.012218,-0.005406,0.156026,-0.140045,-0.002649,-0.004820,-0.5809,-2.2276,-1.0588,-0.5463,-0.1460,-0.1696
9.4023,-2.311983,-1.613216,2.105037,-2.063300,-1.591737,2.603580,-0.008714,-0.005190,0.152993,-0.138248,-0.002889,-0.003570,-0.4412,-2.2671,-0.9780,-0.5708,-0.1551,-0.1495
9.4125,-2.312000,-1.613299,2.106541,-2.064714,-1.591738,2.603532,-0.002587,-0.004441,0.147361,-0.140108,-0.003900,-0.003476,-0.4324,-2.2349,-1.0167,-0.5006,-0.1529,-0.1357
9.4229,-2.312004,-1.613319,2.107999,-2.066048,-1.591825,2.603511,0.000873,-0.003428,0.141311,-0.131926,-0.005920,-0.002742,-0.1877,-2.2951,-0.9764,-0.5319,-0.1789,-0.1209
9.4324,-2.311963,-1.613355,2.109334,-2.067350,-1.591870,2.603511,0.004270,-0.002964,0.135294,-0.127943,-0.010100,-0.000993,-0.0494,-2.2894,-1.0252,-0.5614,-0.1795,-0.1224
9.4430,-2.311912,-1.613379,2.110674,-2.068615,-1.592024,2.603481,0.004178,-0.002742,0.130822,-0.124554,-0.014559,-0.000555,0.1299,-2.2897,-1.0284,-0.5492,-0.1836,-0.0750
9.4524,-2.311880,-1.613414,2.111945,-2.069825,-1.592187,2.603511,0.006330,-0.002790,0.124361,-0.115759,-0.014813,-0.000062,0.1889,-2.2214,-1.1081,-0.5398,-0.1852,-0.0072
9.4623,-2.311820,-1.613438,2.113144,-2.070923,-1.592351,2.603496,0.007137,-0.002378,0.118188,-0.112175,-0.018649,0.001888,0.2886,-2.1853,-0.9748,-0.5171,-0.1995,0.0109
9.4724,-2.311720,-1.613447,2.114307,-2.072069,-1.592563,2.603530,0.008645,-0.002006,0.117621,-0.107296,-0.024720,0.001068,0.3722,-2.2528,-1.0391,-0.5018,-0.1928,0.0363
9.4825,-2.311620,-1.613475,2.115449,-2.073080,-1.592888,2.603505,0.008828,-0.002242,0.109522,-0.096610,-0.030016,0.001081,0.4473,-2.2207,-1.0286,-0.5241,-0.2371,0.0429
9.4924,-2.311575,-1.613495,2.116548,-2.074019,-1.593231,2.603520,0.009676,-0.002449,0.110126,-0.093787,-0.037418,0.000619,0.3983,-2.2273,-1.0482,-0.5524,-0.2580,0.0018
9.5023,-2.311475,-1.613522,2.117652,-2.074989,-1.593642,2.603539,0.010139,-0.002776,0.107012,-0.093843,-0.044769,0.000328,0.3527,-2.2926,-0.9939,-0.5406,-0.2324,-0.0592
9.5124,-2.311363,-1.613577,2.118690,-2.075909,-1.594125,2.603511,0.009327,-0.004248,0.103538,-0.092361,-0.050439,-0.000205,0.3737,-2.3167,-0.9657,-0.5312,-0.2136,-0.1115
9.5223,-2.311295,-1.613618,2.119745,-2.076803,-1.594636,2.603499,0.008183,-0.007441,0.104759,-0.090848,-0.053065,-0.002218,0.4086,-2.4503,-0.9984,-0.5699,-0.2148,-0.1491
9.5324,-2.311223,-1.613721,2.120780,-2.077757,-1.595178,2.603475,0.006192,-0.011526,0.100618,-0.094200,-0.056030,-0.005603,0.3232,-2.4454,-0.9883,-0.5683,-0.1816,-0.1482
9.5423,-2.311174,-1.613830,2.121768,-2.078701,-1.595760,2.603404,0.004096,-0.015588,0.100026,-0.097245,-0.051405,-0.007028,0.3867,-2.5453,-1.1049,-0.5522,-0.2206,-0.1454
9.5523,-2.311166,-1.614031,2.122769,-2.079704,-1.596264,2.603331,0.001959,-0.018105,0.098816,-0.098954,-0.051624,-0.007573,0.4414,-2.5246,-1.2524,-0.5481,-0.2209,-0.1509
9.5623,-2.311150,-1.614274,2.123708,-2.080687,-1.596822,2.603280,0.000864,-0.020134,0.088954,-0.100707,-0.051137,-0.005770,0.4043,-2.3971,-1.0331,-0.5657,-0.2368,-0.1635
9.5725,-2.311158,-1.614486,2.124584,-2.081705,-1.597367,2.603213,0.000753,-0.023498,0.086001,-0.105494,-0.053107,-0.003254,0.3760,-2.3727,-1.1046,-0.5308,-0.2295,-0.1500
9.5824,-2.311127,-1.614738,2.125384,-2.082791,-1.597906,2.603212,0.000936,-0.024737,0.079142,-0.104866,-0.052251,-0.002097,0.3178,-2.3892,-1.1538,-0.5350,-0.2111,-0.1451
9.5925,-2.311115,-1.615000,2.126143,-2.083830,-1.598386,2.603196,0.000661,-0.028299,0.069166,-0.107165,-0.054758,-0.000816,0.3410,-2.4334,-1.2165,-0.5846,-0.1732,-0.1117
9.6024,-2.311067,-1.615307,2.126779,-2.084874,-1.598913,2.603212,0.001383,-0.030495,0.063673,-0.110088,-0.052962,-0.000408,0.4227,-2.5083,-1.4390,-0.5560,-0.1894,-0.0322
9.6124,-2.311099,-1.615583,2.127346,-2.086055,-1.599443,2.603205,0.001881,-0.031875,0.052173,-0.110691,-0.048381,0.002473,0.4579,-2.5118,-1.2999,-0.5198,-0.2242,0.0065
9.6224,-2.311066,-1.615953,2.127823,-2.087107,-1.599976,2.603220,0.002415,-0.032703,0.041683,-0.107213,-0.048179,0.004957,0.5272,-2.5280,-1.2561,-0.5040,-0.2370,0.0679
9.6324,-2.311015,-1.616292,2.128191,-2.088126,-1.600447,2.603280,0.003788,-0.035203,0.034847,-0.103051,-0.047184,0.006665,0.5457,-2.4428,-1.3730,-0.5441,-0.2066,0.0815
9.6425,-2.310994,-1.616651,2.128487,-2.089176,-1.600879,2.603340,0.005633,-0.035608,0.026943,-0.100037,-0.044643,0.007725,0.5000,-2.5063,-1.3012,-0.5259,-0.2028,0.0700
9.6525,-2.310919,-1.617025,2.128727,-2.090143,-1.601309,2.603404,0.006681,-0.036512,0.019560,-0.092878,-0.040173,0.007991,0.5003,-2.4211,-1.3017,-0.5262,-0.1927,0.0910
9.6623,-2.310866,-1.617400,2.128863,-2.091023,-1.601680,2.603441,0.007082,-0.035894,0.012700,-0.087535,-0.035921,0.007986,0.4767,-2.4298,-1.3093,-0.5234,-0.1887,0.0890
9.6723,-2.310790,-1.617752,2.128939,-2.091893,-1.602023,2.603523,0.008132,-0.035474,0.002849,-0.081393,-0.030790,0.005905,0.5869,-2.3673,-1.6289,-0.5175,-0.1864,0.0892
9.6823,-2.310683,-1.618106,2.128899,-2.092645,-1.602276,2.603572,0.008140,-0.033058,-0.005784,-0.075088,-0.025352,0.005025,0.5760,-2.4170,-2.0581,-0.4970,-0.2008,0.0887
9.6924,-2.310610,-1.618442,2.128804,-2.093353,-1.602496,2.603580,0.008773,-0.032412,-0.014942,-0.065267,-0.022370,0.004518,0.5707,-2.4873,-2.4504,-0.4770,-0.1635,0.0932
9.7025,-2.310534,-1.618799,2.128598,-2.093952,-1.602718,2.603612,0.008801,-0.032805,-0.020222,-0.058163,-0.017917,0.003637,0.5177,-2.3689,-2.5439,-0.4826,-0.1798,0.0666
9.7125,-2.310431,-1.619106,2.128370,-2.094495,-1.602866,2.603643,0.008883,-0.030102,-0.024509,-0.049201,-0.013515,0.002200,0.5737,-2.3464,-2.5263,-0.5141,-0.1720,0.0939
9.7224,-2.310370,-1.619409,2.128149,-2.094944,-1.602990,2.603672,0.008560,-0.028474,-0.029576,-0.040660,-0.010858,0.001110,0.4562,-2.3056,-2.6434,-0.5092,-0.1562,0.0873
9.7323,-2.310298,-1.619673,2.127833,-2.095287,-1.603038,2.603632,0.007185,-0.026310,-0.033525,-0.032785,-0.003569,0.000494,0.5001,-2.3117,-2.7974,-0.5192,-0.1315,0.0560
9.7424,-2.310242,-1.619948,2.127455,-2.095627,-1.603019,2.603632,0.005650,-0.024254,-0.039361,-0.030916,-0.001037,0.000319,0.4785,-2.2740,-2.8379,-0.5040,-0.0822,0.0211
9.7522,-2.310205,-1.620175,2.127003,-2.095875,-1.603019,2.603632,0.004315,-0.021669,-0.048458,-0.024022,-0.000001,-0.000191,0.5362,-2.2771,-2.7863,-0.5162,-0.0091,-0.0362
9.7624,-2.310150,-1.620371,2.126464,-2.096090,-1.603021,2.603640,0.002706,-0.019600,-0.054728,-0.017402,0.002236,-0.002012,0.4870,-2.3951,-2.9190,-0.5215,0.0328,-0.0753
9.7722,-2.310126,-1.620539,2.125888,-2.096215,-1.602951,2.603635,0.001798,-0.017291,-0.065279,-0.013055,0.003928,-0.004979,0.4653,-2.2784,-2.8817,-0.5240,0.0269,-0.0950
9.7824,-2.310129,-1.620714,2.125185,-2.096342,-1.602899,2.603568,0.001016,-0.015133,-0.072869,-0.008373,0.005480,-0.007982,0.3743,-2.1800,-2.8804,-0.5011,0.0458,-0.1031
9.7925,-2.310141,-1.620855,2.124374,-2.096375,-1.602867,2.603520,0.000562,-0.013218,-0.084942,-0.002157,0.004022,-0.007928,0.3612,-2.2266,-3.0988,-0.5088,0.0659,-0.1086
9.8025,-2.310138,-1.620943,2.123463,-2.096390,-1.602843,2.603491,0.000222,-0.008321,-0.099394,-0.000310,0.002964,-0.007954,0.2559,-2.1481,-3.0084,-0.4505,0.0540,-0.1225
9.8123,-2.310126,-1.621007,2.122429,-2.096359,-1.602831,2.603397,0.000006,-0.003487,-0.104459,-0.000000,0.002176,-0.007776,0.2881,-2.1629,-2.9989,-0.3819,0.0607,-0.1325
9.8224,-2.310126,-1.621034,2.121323,-2.096355,-1.602823,2.603352,0.000000,-0.001057,-0.113110,0.002558,0.001699,-0.007536,0.2695,-2.0116,-2.9511,-0.3379,0.0674,-0.1288
9.8323,-2.310141,-1.621022,2.120140,-2.096339,-1.602826,2.603276,0.000000,-0.000095,-0.117318,0.003831,0.000904,-0.006318,0.2131,-1.8635,-2.8359,-0.2854,0.0417,-0.1291
9.8422,-2.310153,-1.620998,2.118950,-2.096299,-1.602807,2.603263,0.000000,0.001664,-0.119407,0.004636,0.000526,-0.004996,0.2573,-1.9364,-2.9013,-0.2767,0.0213,-0.1369
9.8524,-2.310172,-1.620998,2.117764,-2.096232,-1.602807,2.603208,0.000000,0.000610,-0.118489,0.004237,0.000371,-0.003690,0.4118,-1.7998,-3.0202,-0.2287,-0.0135,-0.1446
9.8624,-2.310126,-1.621017,2.116514,-2.096203,-1.602823,2.603184,0.000000,0.000869,-0.123580,0.007448,0.000002,-0.001915,0.3416,-1.8014,-3.0239,-0.2075,-0.0575,-0.1353
9.8727,-2.310149,-1.621017,2.115254,-2.096120,-1.602823,2.603187,0.000000,0.000500,-0.127424,0.011540,-0.002453,-0.000830,0.4571,-1.7586,-3.0815,-0.1947,-0.0982,-0.1026
9.8826,-2.310118,-1.620986,2.113936,-2.095996,-1.602855,2.603168,0.001578,0.000474,-0.129767,0.013810,-0.005475,-0.000402,0.4816,-1.7001,-3.0691,-0.2161,-0.1430,-0.0613
9.8924,-2.310118,-1.620989,2.112593,-2.095855,-1.602946,2.603172,0.001270,0.000439,-0.138338,0.015960,-0.008178,0.001622,0.5726,-1.6792,-2.9864,-0.1868,-0.1645,0.0395
9.9025,-2.310078,-1.620965,2.111159,-2.095681,-1.603061,2.603184,0.002422,0.001650,-0.138508,0.021088,-0.010240,0.005562,0.5570,-1.6853,-3.0807,-0.1761,-0.1735,0.0497
9.9124,-2.310038,-1.620903,2.109724,-2.095453,-1.603156,2.603280,0.003666,0.002702,-0.140729,0.025117,-0.012248,0.011142,0.5119,-1.5212,-2.9910,-0.1580,-0.1636,0.0764
9.9226,-2.310021,-1.620945,2.108297,-2.095189,-1.603245,2.603376,0.004719,0.003437,-0.142879,0.030931,-0.012544,0.012862,0.6293,-1.4461,-2.7551,-0.1699,-0.1922,0.0927
9.9324,-2.309961,-1.620863,2.106921,-2.094897,-1.603407,2.603475,0.005073,0.004574,-0.140061,0.034306,-0.012589,0.015252,0.5771,-1.3618,-2.7418,-0.1445,-0.1880,0.0988
9.9424,-2.309909,-1.620815,2.105542,-2.094523,-1.603512,2.603572,0.006422,0.005890,-0.131886,0.037549,-0.013022,0.017860,0.5579,-1.3483,-2.8377,-0.1125,-0.2061,0.1295
9.9523,-2.309857,-1.620767,2.104262,-2.094140,-1.603625,2.603716,0.006468,0.006966,-0.128792,0.042166,-0.013406,0.019951,0.6052,-1.2949,-2.6287,-0.1084,-0.2156,0.1187
9.9625,-2.309805,-1.620683,2.102984,-2.093687,-1.603777,2.603898,0.006669,0.008341,-0.119247,0.045812,-0.014519,0.021454,0.5654,-1.2205,-2.8191,-0.0637,-0.1805,0.1492
9.9724,-2.309729,-1.620596,2.101823,-2.093149,-1.603922,2.604064,0.006363,0.010851,-0.112911,0.053477,-0.013629,0.022666,0.3690,-1.2401,-2.5655,-0.0742,-0.1915,0.1347
9.9823,-2.309685,-1.620511,2.100733,-2.092621,-1.604062,2.604280,0.005052,0.011396,-0.104265,0.056800,-0.015744,0.021923,0.5313,-1.1700,-2.5644,-0.0153,-0.1768,0.1409
9.9924,-2.309673,-1.620380,2.099773,-2.091943,-1.604170,2.604473,0.002638,0.012668,-0.092969,0.069416,-0.010031,0.021708,0.6208,-1.1659,-2.4123,-0.0244,-0.2206,0.1290
10.0022,-2.309617,-1.620252,2.098883,-2.091231,-1.604262,2.604676,0.002738,0.012756,-0.080077,0.075285,-0.006877,0.017436,0.5294,-1.1249,-2.5008,-0.0236,-0.1754,0.1441
10.0124,-2.309632,-1.620128,2.098170,-2.090382,-1.604294,2.604800,0.002120,0.013377,-0.071398,0.084392,-0.004998,0.016001,0.4467,-1.1776,-2.3239,-0.0677,-0.1620,0.1266
10.0223,-2.309616,-1.619962,2.097534,-2.089534,-1.604291,2.604925,0.000883,0.015066,-0.055593,0.087316,-0.002125,0.013841,0.4435,-1.1915,-2.3692,-0.0466,-0.1631,0.1353
10.0323,-2.309613,-1.619806,2.097073,-2.088634,-1.604334,2.605063,0.000445,0.015165,-0.045435,0.094985,-0.000823,0.010383,0.4682,-1.1093,-2.2513,-0.0554,-0.1275,0.1377
10.0427,-2.309597,-1.619658,2.096666,-2.087665,-1.604311,2.605132,0.000179,0.015123,-0.032939,0.096817,-0.000390,0.005572,0.4241,-1.0440,-2.2863,-0.0264,-0.0993,0.1261
10.0523,-2.309613,-1.619511,2.096441,-2.086645,-1.604322,2.605137,-0.000170,0.015595,-0.021723,0.100113,0.000286,0.001791,0.2005,-1.0145,-2.1926,-0.0065,-0.0333,0.1371
10.0623,-2.309594,-1.619359,2.096289,-2.085639,-1.604279,2.605153,-0.000487,0.017218,-0.011815,0.103539,0.001978,0.001130,0.2039,-0.9777,-2.1523,-0.0164,0.0112,0.1217
10.0722,-2.309613,-1.619141,2.096265,-2.084608,-1.604209,2.605161,-0.000443,0.019661,0.005084,0.106305,0.005054,0.000639,0.1700,-0.8971,-1.7692,-0.0284,0.0254,0.1038
10.0825,-2.309628,-1.618956,2.096349,-2.083498,-1.604202,2.605168,-0.000396,0.020832,0.014884,0.106191,0.005458,0.000442,0.1211,-0.9033,-1.3104,-0.0563,0.0536,0.0726
10.0922,-2.309613,-1.618691,2.096525,-2.082475,-1.604132,2.605161,-0.000276,0.024092,0.021027,0.107016,0.006625,0.000296,0.1576,-0.9175,-1.3383,-0.0473,0.0676,0.0379
10.1023,-2.309644,-1.618396,2.096748,-2.081361,-1.604060,2.605145,-0.000211,0.025751,0.023818,0.109028,0.006820,0.000048,0.0834,-1.0860,-1.2237,-0.0701,0.0845,0.0200
10.1122,-2.309609,-1.618144,2.097024,-2.080314,-1.604007,2.605153,-0.000171,0.027126,0.026679,0.104483,0.007371,0.000000,0.2095,-1.1160,-1.2438,-0.0961,0.0770,-0.0032
10.1224,-2.309628,-1.617854,2.097284,-2.079314,-1.603951,2.605124,-0.000115,0.028888,0.027563,0.101381,0.007147,-0.001624,0.2439,-1.1581,-1.2347,-0.0718,0.0745,-0.0248
10.1323,-2.309613,-1.617579,2.097572,-2.078331,-1.603884,2.605153,0.000064,0.028157,0.027412,0.099971,0.006502,-0.000911,0.2648,-1.2374,-1.1017,-0.1262,0.0859,-0.0319
10.1424,-2.309628,-1.617307,2.097867,-2.077356,-1.603809,2.605141,0.000088,0.027080,0.028084,0.096312,0.005631,-0.000652,0.3219,-1.1379,-1.1477,-0.1303,0.0926,-0.0181
10.1524,-2.309632,-1.616985,2.098146,-2.076406,-1.603828,2.605160,0.000125,0.027423,0.027635,0.090958,0.004949,-0.000460,0.3820,-1.1469,-1.1792,-0.1399,0.0918,-0.0148
10.1623,-2.309616,-1.616744,2.098390,-2.075566,-1.603764,2.605124,0.000401,0.026448,0.025682,0.086168,0.004003,-0.000311,0.4376,-1.2134,-1.2019,-0.1136,0.0953,0.0359
10.1723,-2.309616,-1.616470,2.098615,-2.074712,-1.603729,2.605134,0.000598,0.025257,0.022945,0.080137,0.002953,0.000915,0.4968,-1.2508,-1.2182,-0.1100,0.0903,0.1307
10.1822,-2.309585,-1.616218,2.098846,-2.073909,-1.603763,2.605196,0.000730,0.023730,0.021390,0.074320,0.001391,0.006021,0.5037,-1.2412,-1.1840,-0.1367,0.0731,0.1592
10.1924,-2.309592,-1.615976,2.099062,-2.073217,-1.603759,2.605272,0.001154,0.022416,0.018307,0.069250,0.000631,0.013142,0.4938,-1.2048,-1.3105,-0.1525,0.0434,0.1664
10.2024,-2.309561,-1.615768,2.099211,-2.072547,-1.603751,2.605416,0.001520,0.021473,0.015150,0.061721,0.000332,0.014470,0.4868,-1.2517,-1.3908,-0.1443,0.0147,0.1777
10.2122,-2.309537,-1.615560,2.099366,-2.071963,-1.603717,2.605565,0.001870,0.019859,0.010984,0.055384,0.000147,0.016676,0.4743,-1.2495,-1.4073,-0.1520,-0.0388,0.1830
10.2224,-2.309529,-1.615369,2.099418,-2.071448,-1.603756,2.605720,0.002014,0.017851,0.004245,0.050111,-0.002154,0.019882,0.5297,-1.1892,-1.4769,-0.1285,-0.0660,0.1653
10.2322,-2.309501,-1.615205,2.099427,-2.070997,-1.603737,2.605928,0.002289,0.016662,0.000004,0.042321,-0.003104,0.021886,0.6027,-1.2565,-1.6968,-0.1483,-0.1107,0.1731
10.2424,-2.309496,-1.615050,2.099390,-2.070625,-1.603835,2.606156,0.002212,0.015174,-0.003942,0.034022,-0.004525,0.022597,0.5199,-1.2319,-2.0155,-0.1354,-0.1337,0.1533
10.2523,-2.309481,-1.614899,2.099335,-2.070302,-1.603864,2.606365,0.002435,0.013409,-0.007080,0.027550,-0.006489,0.023332,0.5757,-1.1739,-2.1849,-0.1483,-0.1189,0.1864
10.2624,-2.309441,-1.614790,2.099271,-2.070097,-1.603915,2.606581,0.002479,0.012179,-0.010238,0.020422,-0.005090,0.021879,0.5343,-1.2729,-2.4093,-0.1503,-0.1311,0.1823
10.2722,-2.309401,-1.614639,2.099088,-2.069941,-1.603959,2.606816,0.002163,0.010658,-0.012518,0.013537,-0.004658,0.020324,0.5126,-1.2112,-2.4260,-0.1488,-0.1398,0.1614
10.2824,-2.309408,-1.614566,2.098988,-2.069830,-1.603971,2.606977,0.001994,0.009662,-0.014098,0.007597,-0.004772,0.018492,0.5723,-1.2546,-2.3924,-0.1729,-0.1653,0.1825
10.2924,-2.309385,-1.614467,2.098847,-2.069821,-1.604019,2.607176,0.001849,0.007752,-0.015111,0.001369,-0.004954,0.014388,0.4863,-1.3152,-2.4237,-0.2350,-0.1572,0.1767
10.3024,-2.309388,-1.614391,2.098719,-2.069833,-1.604090,2.607297,0.001231,0.005906,-0.015629,0.000016,-0.004581,0.011520,0.5208,-1.3161,-2.5122,-0.3144,-0.1714,0.1702
10.3124,-2.309372,-1.614356,2.098532,-2.069873,-1.604079,2.607401,0.000673,0.004108,-0.016799,-0.003825,-0.003924,0.008814,0.3907,-1.3119,-2.4479,-0.4011,-0.1606,0.1513
10.3224,-2.309388,-1.614305,2.098388,-2.069933,-1.604130,2.607433,0.000159,0.002975,-0.017596,-0.008249,-0.003788,0.004435,0.4654,-1.2779,-2.4857,-0.4305,-0.1668,0.1589
10.3324,-2.309372,-1.614299,2.098224,-2.070001,-1.604139,2.607445,0.000001,0.002887,-0.018457,-0.011620,-0.003109,0.001303,0.2467,-1.2215,-2.4583,-0.4424,-0.1597,0.1362
10.3423,-2.309385,-1.614283,2.098013,-2.070160,-1.604156,2.607454,0.000000,0.003375,-0.018657,-0.011635,-0.002760,0.000683,0.1822,-1.2387,-2.5214,-0.4381,-0.1660,0.1130
10.3523,-2.309369,-1.614221,2.097856,-2.070236,-1.604183,2.607454,-0.000818,0.004905,-0.018574,-0.011641,-0.002210,0.000463,0.1611,-1.1823,-2.4875,-0.4573,-0.1753,0.0833
10.3623,-2.309408,-1.614176,2.097660,-2.070364,-1.604223,2.607445,-0.001710,0.004606,-0.017701,-0.013355,-0.002136,0.000024,0.1112,-1.1575,-2.5673,-0.4591,-0.1773,0.0246
10.3722,-2.309374,-1.614125,2.097508,-2.070488,-1.604219,2.607457,-0.001197,0.005566,-0.017179,-0.013975,-0.001579,-0.003478,-0.0356,-1.1631,-2.5316,-0.4589,-0.1543,-0.0014
10.3822,-2.309451,-1.614077,2.097321,-2.070647,-1.604273,2.607424,-0.002542,0.006771,-0.015769,-0.015992,-0.001220,-0.003794,-0.1048,-1.2028,-2.5260,-0.4518,-0.1588,-0.0480
10.3922,-2.309437,-1.614009,2.097169,-2.070787,-1.604243,2.607357,-0.002689,0.008436,-0.014958,-0.016686,-0.000961,-0.005568,-0.1828,-1.1683,-2.4799,-0.4617,-0.1736,-0.0482
10.4023,-2.309493,-1.613925,2.096998,-2.070947,-1.604262,2.607341,-0.003370,0.008179,-0.015343,-0.016816,-0.000810,-0.005900,-0.1421,-1.1048,-2.5249,-0.4488,-0.1655,-0.0382
10.4126,-2.309524,-1.613845,2.096893,-2.071107,-1.604263,2.607258,-0.003372,0.009153,-0.013318,-0.016276,-0.000786,-0.005980,-0.2807,-1.1675,-2.5217,-0.4598,-0.1514,-0.0575
10.4225,-2.309565,-1.613753,2.096776,-2.071291,-1.604283,2.607248,-0.004273,0.009751,-0.011894,-0.015943,-0.000589,-0.005376,-0.3229,-1.1238,-2.4400,-0.4596,-0.1364,-0.0595
10.4327,-2.309601,-1.613650,2.096653,-2.071449,-1.604297,2.607157,-0.004342,0.009803,-0.010282,-0.015185,-0.000403,-0.004961,-0.2316,-1.1881,-2.4704,-0.4636,-0.1302,-0.0702
10.4425,-2.309636,-1.613539,2.096554,-2.071598,-1.604294,2.607140,-0.004730,0.009018,-0.006867,-0.014851,-0.000305,-0.004705,-0.3220,-1.1435,-2.4471,-0.4569,-0.1368,-0.0664
10.4525,-2.309681,-1.613462,2.096494,-2.071734,-1.604252,2.607081,-0.004715,0.009420,-0.004502,-0.013592,-0.000246,-0.004292,-0.3586,-1.1601,-2.4348,-0.4661,-0.1113,-0.0929
10.4624,-2.309736,-1.613363,2.096470,-2.071849,-1.604297,2.607045,-0.004369,0.007879,-0.002809,-0.013041,-0.000206,-0.003188,-0.4135,-1.1064,-2.4236,-0.4654,-0.1063,-0.0652
10.4724,-2.309769,-1.613283,2.096473,-2.072008,-1.604279,2.607037,-0.004559,0.008616,-0.002100,-0.011925,-0.000058,-0.003451,-0.3624,-1.1609,-2.4717,-0.4655,-0.0733,-0.0821
10.4828,-2.309805,-1.613215,2.096465,-2.072093,-1.604301,2.606997,-0.004093,0.006942,-0.001548,-0.010865,-0.000025,-0.002548,-0.4039,-1.2916,-2.4566,-0.4578,-0.0593,-0.0805
10.4923,-2.309837,-1.613135,2.096425,-2.072149,-1.604274,2.607021,-0.004066,0.005237,-0.004211,-0.006591,-0.000000,-0.002262,-0.3997,-1.2682,-2.5891,-0.4672,-0.0364,-0.0653
10.5024,-2.309874,-1.613092,2.096393,-2.072204,-1.604263,2.606973,-0.004560,0.004660,-0.006992,-0.003804,-0.000000,-0.001750,-0.3758,-1.4026,-2.7874,-0.4700,-0.0341,-0.0620
10.5124,-2.309913,-1.613049,2.096297,-2.072200,-1.604256,2.606961,-0.003572,0.002916,-0.013670,-0.001462,0.000722,-0.001349,-0.4233,-1.3677,-2.8602,-0.4709,-0.0353,-0.0629
10.5224,-2.309946,-1.613043,2.096125,-2.072185,-1.604240,2.607000,-0.003350,0.001112,-0.019837,-0.000725,0.000576,-0.000876,-0.4022,-1.4516,-2.9395,-0.4352,-0.0436,-0.0629
10.5324,-2.309973,-1.613056,2.095867,-2.072181,-1.604256,2.606930,-0.002438,0.000000,-0.028482,-0.000042,0.000335,-0.000579,-0.4377,-1.5314,-2.9174,-0.3350,-0.0370,-0.0564
10.5424,-2.309985,-1.613072,2.095519,-2.072142,-1.604243,2.606950,-0.001350,-0.001914,-0.037691,0.004668,0.000244,-0.000453,-0.4107,-1.7178,-3.0477,-0.2697,-0.0439,-0.0496
10.5522,-2.309997,-1.613092,2.095085,-2.072061,-1.604259,2.606946,-0.000634,-0.002970,-0.048317,0.010219,0.000159,-0.000345,-0.3518,-1.8071,-3.1213,-0.2331,-0.0614,-0.0303
10.5622,-2.310000,-1.613115,2.094506,-2.071938,-1.604274,2.606969,-0.000372,-0.003804,-0.064901,0.016009,0.000103,-0.000278,-0.2954,-1.9772,-3.4425,-0.2142,-0.0800,-0.0177
