t_rel_s,fx,fy,fz,tx,ty,tz
33.5293,0.71010,-3.01847,2.20093,-0.24872,0.01017,0.04716
33.5392,-0.86267,-2.38551,2.54141,-0.25040,-0.03971,0.04597
33.5490,0.29088,-2.97385,2.42830,-0.22769,-0.01922,0.04586
33.5591,-0.79162,-1.86432,1.77211,-0.28259,-0.04909,0.04299
33.5693,0.13596,-4.16632,2.76274,-0.22929,0.00113,0.04921
33.5791,-0.53942,-2.60464,2.46201,-0.26625,-0.03375,0.04910
33.5890,0.30769,-3.13632,2.68425,-0.23635,-0.00563,0.04526
33.5992,-0.28066,-2.51782,2.53847,-0.27172,-0.03174,0.04663
33.6091,0.67179,-4.01056,3.34931,-0.21535,0.00799,0.04713
33.6190,-0.43975,-2.16092,2.75861,-0.27863,-0.03434,0.04632
33.6293,0.46326,-2.95951,2.72866,-0.24692,0.01347,0.04916
33.6390,-0.58058,-2.58041,2.53598,-0.26884,-0.02892,0.05024
33.6491,0.48090,-3.93578,3.07589,-0.22047,0.00444,0.04894
33.6592,-0.19072,-1.67805,2.24799,-0.28591,-0.01746,0.04914
33.6692,0.46260,-2.99683,2.59492,-0.24641,-0.00859,0.04756
33.6790,-0.19770,-2.57786,2.42393,-0.27260,-0.02235,0.04869
33.6891,0.05591,-3.43946,2.22513,-0.24716,-0.00710,0.05300
33.6990,-0.72335,-2.23334,1.58518,-0.28064,-0.03333,0.04405
33.7093,-0.09552,-3.83209,1.93724,-0.22725,-0.01569,0.04949
33.7193,-0.81563,-1.99686,0.48996,-0.29116,-0.05171,0.04898
33.7292,-0.58794,-3.63233,0.78116,-0.23483,-0.04906,0.04309
33.7390,-0.44763,-3.09558,0.42210,-0.24999,-0.04736,0.04644
33.7491,-1.20667,-3.69834,0.08756,-0.23927,-0.05715,0.04583
33.7591,-1.80173,-2.13418,-1.41306,-0.29711,-0.07542,0.04452
33.7691,-1.10040,-4.16236,0.69843,-0.22956,-0.06517,0.04443
33.7791,-0.56467,-3.70776,1.07173,-0.24132,-0.02420,0.05057
33.7891,-1.54580,-2.62392,1.51735,-0.26477,-0.07303,0.04640
33.7990,-0.87306,-2.94732,1.94408,-0.27523,-0.04212,0.04622
33.8090,-0.09077,-3.80252,4.42672,-0.22578,-0.02325,0.05612
33.8191,-1.08223,-3.38228,5.05475,-0.25030,-0.04390,0.05023
33.8290,-1.42169,-1.92339,5.67334,-0.29131,-0.03161,0.05428
33.8390,-0.26144,-2.54560,5.90767,-0.27279,-0.04113,0.05358
33.8492,-0.53262,-2.80027,5.87287,-0.27004,-0.02877,0.05222
33.8591,-1.37636,-1.98539,5.65763,-0.28829,-0.06681,0.05849
33.8694,-0.09487,-1.93058,5.22324,-0.27830,0.00303,0.06130
33.8792,-0.61193,-3.16698,5.18379,-0.24935,-0.04048,0.05301
33.8894,0.31688,-3.04459,5.04006,-0.25603,-0.01003,0.04994
33.8991,-0.21927,-2.52395,4.92219,-0.27350,-0.01475,0.05061
33.9092,0.11270,-2.32849,4.32176,-0.27592,0.00486,0.06149
33.9189,-0.30485,-1.81561,3.48194,-0.30699,-0.02179,0.05496
33.9293,0.55362,-2.21529,2.88605,-0.27928,0.01375,0.05186
33.9391,0.06528,-3.01924,2.48981,-0.26365,0.00062,0.04636
33.9491,0.08985,-2.54953,0.98355,-0.27764,-0.00268,0.05473
33.9591,-0.72580,-1.70526,-0.78546,-0.32071,-0.03885,0.05210
33.9689,-0.16552,-2.58626,-0.04199,-0.28299,-0.02698,0.05230
33.9790,0.24067,-3.67184,-0.15227,-0.23972,0.01142,0.05012
33.9891,-0.62021,-1.37221,-2.04202,-0.33597,-0.02597,0.05839
33.9992,-2.14202,-1.56997,-2.67576,-0.32428,-0.06542,0.04468
34.0090,-0.05030,-3.73958,-0.18395,-0.25362,-0.03885,0.05763
34.0192,0.33769,-3.67243,-0.57487,-0.24505,0.00728,0.06363
34.0292,-1.62428,-0.95813,-0.18313,-0.32306,-0.08941,0.05319
34.0390,0.47978,-3.93384,1.33470,-0.23762,-0.00579,0.05039
34.0492,0.12076,-2.44876,2.38049,-0.28660,-0.01883,0.05061
34.0590,0.57874,-3.89509,2.83567,-0.24629,0.02209,0.05135
34.0693,-0.43388,-2.68150,3.91091,-0.27669,-0.00984,0.05382
34.0790,1.41332,-3.36968,4.15788,-0.26761,0.03311,0.05424
34.0888,0.07133,-3.37019,5.09824,-0.25907,-0.01132,0.05076
34.0990,0.03362,-2.72942,5.61813,-0.25355,-0.01337,0.05393
34.1091,0.34424,-3.37150,6.12848,-0.24943,0.00387,0.05621
34.1189,-1.10262,-2.76689,5.30743,-0.26841,-0.07753,0.04522
34.1290,-0.15281,-2.84592,5.06410,-0.28497,-0.01495,0.04846
34.1392,-1.78540,-3.34848,5.05788,-0.25427,-0.07720,0.04962
34.1491,-1.72226,-2.36792,4.03123,-0.28084,-0.06141,0.04724
34.1592,-3.57371,-2.30107,2.90551,-0.28198,-0.14795,0.03938
34.1690,-1.63160,-2.49963,3.39289,-0.28988,-0.05601,0.04472
34.1793,-2.41309,-3.60696,3.77359,-0.26296,-0.09687,0.04849
34.1892,-1.04674,-2.10772,1.73063,-0.29379,-0.05185,0.04762
34.1990,-2.20285,-1.05166,0.79431,-0.32945,-0.10398,0.03703
34.2094,-0.10431,-3.28977,1.99414,-0.25807,-0.03787,0.04211
34.2191,0.02722,-2.76816,1.51808,-0.26333,-0.02277,0.04865
34.2292,-0.48307,-2.40474,1.85521,-0.28023,-0.03063,0.04676
34.2391,0.61341,-2.72187,1.81083,-0.28550,-0.00774,0.05101
34.2490,1.78424,-3.72375,2.56994,-0.25278,0.04059,0.04336
34.2590,1.50618,-3.04906,2.16733,-0.26385,0.04033,0.04620
34.2693,1.14813,-2.93357,2.77002,-0.26193,0.00782,0.05068
34.2792,2.13864,-3.33744,2.76507,-0.27113,0.05761,0.04869
34.2890,1.26338,-2.96703,2.12068,-0.27021,0.02255,0.04578
34.2990,0.56246,-2.97918,2.26605,-0.26164,0.01173,0.04581
34.3089,0.87882,-3.23559,2.65818,-0.24784,0.01176,0.05769
34.3190,0.94870,-2.78321,1.77567,-0.27532,0.01306,0.05710
34.3292,0.01254,-2.91325,2.19737,-0.27442,-0.02745,0.05367
34.3392,0.36079,-2.98702,2.31442,-0.25668,0.00445,0.05196
34.3489,-0.48381,-2.60678,2.25762,-0.27434,-0.03544,0.05634
34.3590,-0.36147,-2.15961,1.56035,-0.29231,-0.03517,0.05028
34.3690,-0.95279,-2.73602,2.67390,-0.27754,-0.03725,0.05101
34.3791,-0.25512,-3.50573,3.31716,-0.26216,-0.02509,0.05887
34.3891,-0.23041,-2.25437,3.40197,-0.29602,-0.03702,0.05787
34.3992,-0.37089,-2.53377,3.61451,-0.27234,-0.05084,0.05420
34.4092,0.11046,-2.90804,4.00118,-0.27335,-0.03132,0.06060
34.4191,-0.28023,-3.07607,3.61571,-0.28182,-0.02389,0.05035
34.4291,-0.67338,-1.51452,3.57203,-0.29857,-0.03261,0.05747
34.4392,0.16840,-3.07344,3.56583,-0.27062,-0.00076,0.05316
34.4493,-0.64521,-2.43324,3.41500,-0.27258,-0.03674,0.05356
34.4591,-0.10891,-2.68067,2.38596,-0.26606,-0.00965,0.05386
34.4693,-0.84732,-1.93869,2.37105,-0.30733,-0.05056,0.05883
34.4791,0.23188,-3.27280,2.51982,-0.26031,-0.00937,0.05487
34.4890,-0.82348,-2.30032,2.29905,-0.29620,-0.04757,0.05288
34.4991,-0.35936,-3.22328,2.07058,-0.26421,-0.02168,0.06021
34.5092,-0.54849,-2.59473,2.13144,-0.27036,-0.03701,0.05616
34.5192,0.14012,-2.88386,1.52941,-0.26020,-0.01771,0.05676
34.5294,-0.96364,-2.26207,1.64370,-0.29307,-0.05857,0.05771
34.5392,0.29852,-3.43545,1.69114,-0.26543,-0.00188,0.06042
34.5491,-0.64056,-2.27494,1.44562,-0.28522,-0.03708,0.05555
34.5593,-0.08045,-2.59338,0.91364,-0.28511,-0.01871,0.05373
34.5692,-0.85244,-2.49143,1.94672,-0.28361,-0.05355,0.04965
34.5791,0.40272,-2.98796,2.43752,-0.26122,-0.00629,0.05898
34.5890,-0.32470,-2.28467,2.73843,-0.28165,-0.02087,0.05902
34.5990,-0.03285,-3.00716,2.56904,-0.28471,-0.02408,0.05311
34.6091,-0.18712,-3.25527,3.47828,-0.25977,-0.02903,0.05753
34.6193,0.92316,-2.35095,2.96805,-0.27559,0.00263,0.05677
34.6292,-0.59495,-2.48044,3.49490,-0.28034,-0.04554,0.05341
34.6390,0.64428,-2.75643,3.44107,-0.27436,0.01232,0.05763
34.6494,-0.10666,-3.07898,3.74150,-0.26676,-0.01646,0.05211
34.6591,0.48676,-2.93447,3.62783,-0.26499,-0.00588,0.05504
34.6690,-0.31119,-2.63147,3.97380,-0.27177,-0.02298,0.05458
34.6791,0.91891,-2.74820,3.61971,-0.26086,-0.00077,0.05578
34.6893,-0.24247,-3.03903,3.96197,-0.26635,-0.03609,0.05239
34.6990,0.41031,-2.97175,3.30282,-0.27367,-0.02031,0.05181
34.7093,-0.42607,-2.61915,3.39117,-0.26179,-0.03940,0.05211
34.7193,0.01385,-2.89013,3.07144,-0.26704,-0.01174,0.05458
34.7292,-0.35832,-3.29033,3.18440,-0.26189,-0.05061,0.05439
34.7389,-0.06330,-3.10369,2.98885,-0.25935,-0.01700,0.05285
34.7491,-0.47480,-2.81175,2.65704,-0.26947,-0.04325,0.05247
34.7590,-0.36273,-2.45289,1.75606,-0.28479,-0.02813,0.04880
34.7694,-1.05354,-2.99656,2.04151,-0.26486,-0.04907,0.05355
34.7790,-0.19326,-2.83851,1.50067,-0.27225,-0.01390,0.05037
34.7894,-0.76652,-2.21759,1.02254,-0.29460,-0.04902,0.04987
34.7993,-0.97724,-2.42688,0.48463,-0.28510,-0.04514,0.05342
34.8093,-0.77537,-2.60175,1.22117,-0.26315,-0.04662,0.05593
34.8191,-0.24860,-1.45990,-0.13724,-0.29771,-0.00574,0.05226
34.8290,-1.67819,-1.98806,0.49497,-0.29275,-0.08107,0.05371
34.8395,-0.18617,-2.52836,0.31590,-0.28413,-0.01671,0.05403
34.8492,-0.90159,-2.35810,0.98194,-0.28763,-0.04442,0.04735
34.8590,-0.28133,-2.40661,1.04975,-0.27569,-0.02256,0.05419
34.8692,-1.24843,-1.72822,2.12346,-0.30107,-0.06152,0.05805
34.8793,0.58304,-3.44975,2.55027,-0.25937,0.01520,0.05281
34.8892,-0.98798,-2.53210,3.04752,-0.28927,-0.05953,0.05592
34.8990,0.40255,-2.58453,3.21511,-0.27495,-0.02132,0.06238
34.9089,-0.38640,-2.70802,3.78908,-0.27979,-0.02794,0.07017
34.9189,-0.34652,-2.12485,2.47650,-0.30536,-0.02818,0.06941
34.9290,-0.62884,-2.25803,3.05133,-0.28122,-0.04638,0.07336
34.9390,-0.24589,-2.17322,2.69438,-0.29690,-0.01603,0.07023
34.9495,-1.37661,-2.11579,3.12434,-0.28445,-0.04485,0.07738
34.9589,-1.02192,-1.88307,2.81688,-0.30113,-0.03277,0.07082
34.9690,-0.94646,-3.09729,4.30415,-0.27917,-0.02400,0.07029
34.9791,-0.33505,-2.84352,4.37935,-0.26772,-0.01465,0.06911
34.9894,-0.15021,-3.32755,4.47749,-0.25487,-0.01172,0.06955
34.9992,0.24978,-2.64950,4.02519,-0.28365,0.01417,0.07451
35.0093,0.83771,-3.75881,4.27593,-0.24629,0.01387,0.07576
35.0189,0.22490,-2.29092,3.41851,-0.29580,0.00217,0.06921
35.0290,0.00073,-3.19149,3.59371,-0.27273,-0.00994,0.07102
35.0391,0.05791,-2.05780,2.95437,-0.29991,0.00532,0.06783
35.0493,-0.23955,-3.03406,3.28067,-0.26858,-0.00832,0.06575
35.0590,-0.60537,-2.18045,2.85620,-0.30036,-0.01320,0.05984
35.0692,-0.56493,-3.31812,3.13609,-0.27712,-0.00678,0.06496
35.0789,-0.72995,-2.46403,2.58077,-0.28623,-0.01059,0.05849
35.0892,-0.76401,-2.91190,2.64314,-0.28121,-0.00739,0.05302
35.0990,-0.53862,-2.47588,2.46206,-0.28175,0.00160,0.05351
35.1093,-0.57287,-3.60105,2.81202,-0.25054,-0.00362,0.05193
35.1193,-0.54117,-2.34920,2.39380,-0.29302,-0.00206,0.05812
35.1293,-0.40981,-3.15954,2.68742,-0.26487,-0.01121,0.04610
35.1391,-0.60311,-2.44419,2.63570,-0.28644,-0.01870,0.03901
35.1493,-0.55186,-3.17326,2.82108,-0.25398,-0.01078,0.03131
35.1589,-1.05604,-2.23297,2.51473,-0.28622,-0.01158,0.02795
35.1692,-0.70970,-3.44308,2.75140,-0.25998,-0.00863,0.02898
35.1790,-0.72906,-2.27125,2.32295,-0.29607,-0.01779,0.03181
35.1892,-0.93892,-1.85294,1.44842,-0.30363,-0.00837,0.03175
35.1991,-0.98660,-1.76499,1.21614,-0.30543,-0.02241,0.03342
35.2093,-0.85433,-2.89262,1.69985,-0.26883,-0.01610,0.04066
35.2191,-0.35367,-1.87992,1.08498,-0.31923,0.00628,0.04963
35.2294,-1.12764,-2.67444,1.53523,-0.28398,-0.02305,0.04506
35.2391,-0.61629,-2.32952,0.97376,-0.30229,-0.00901,0.04446
35.2492,-0.64515,-3.39754,1.66646,-0.27585,-0.01914,0.04161
35.2591,-0.65563,-2.30813,1.11474,-0.29884,-0.01424,0.04263
35.2692,-1.21683,-3.36819,2.12482,-0.26906,-0.01919,0.04370
35.2791,-0.96791,-2.90675,1.92992,-0.28419,-0.00772,0.04776
35.2889,-1.12965,-3.06629,2.66071,-0.27561,-0.00160,0.04111
35.2989,-0.79389,-2.61574,3.11278,-0.28062,-0.01675,0.04092
35.3092,-0.41686,-3.16195,3.62972,-0.26947,-0.00930,0.04081
35.3191,-0.60014,-2.57744,3.26206,-0.29833,0.00653,0.04259
35.3295,-0.64046,-3.17730,3.80002,-0.26681,0.00754,0.04202
35.3391,-0.52488,-2.65691,3.61940,-0.29077,0.01054,0.04563
35.3492,-0.33079,-2.46576,3.31401,-0.29326,-0.00370,0.04740
35.3593,-0.59916,-1.72022,2.74341,-0.31827,-0.00963,0.04220
35.3694,-0.72429,-2.51163,3.13748,-0.29687,-0.00971,0.04385
35.3794,-0.71753,-2.37292,3.05445,-0.31283,0.00301,0.04970
35.3892,-0.83553,-1.37733,2.65880,-0.32179,-0.01808,0.03964
35.3989,-1.08219,-1.99730,2.02514,-0.33118,-0.01120,0.04149
35.4091,-0.95339,-2.68749,2.66167,-0.29974,-0.00989,0.04471
35.4189,-0.99659,-1.16519,1.86007,-0.33775,-0.00725,0.04943
35.4292,-0.86415,-1.81120,2.06844,-0.32670,-0.01662,0.04559
35.4391,-0.53500,-1.88209,1.85256,-0.33328,-0.01517,0.04542
35.4492,-0.61096,-2.56276,2.18217,-0.29702,0.00397,0.04239
35.4590,-1.35351,0.66011,0.53938,-0.41659,-0.03375,0.04369
35.4689,-0.90143,-2.70815,1.76594,-0.31185,-0.02080,0.04305
35.4789,-1.05365,-1.49421,1.52604,-0.34597,-0.03135,0.03897
35.4892,-0.45654,-2.53015,1.58953,-0.31291,-0.00120,0.04376
35.4989,-1.53262,-0.71641,1.58025,-0.37415,-0.04522,0.04577
35.5091,-0.00046,-3.82140,2.45840,-0.26703,0.01917,0.04460
35.5194,-0.90191,-0.35029,1.43652,-0.40200,-0.03119,0.04258
35.5291,0.34377,-3.95783,2.76512,-0.27218,-0.00594,0.04652
35.5390,-0.33401,-2.00456,2.73534,-0.33088,-0.01623,0.04431
35.5493,0.22569,-3.83658,2.92322,-0.27284,0.03161,0.04196
35.5590,-1.40186,-0.26287,2.07988,-0.40674,-0.04715,0.04007
35.5691,0.21883,-4.92690,3.38057,-0.24741,0.00250,0.04231
35.5789,-0.68463,-3.53908,3.28839,-0.30596,-0.00360,0.04411
35.5892,-0.89291,-2.01119,2.05031,-0.33055,0.00417,0.04390
35.5991,-0.94340,-1.57567,1.23491,-0.37250,-0.03398,0.04149
35.6093,-0.63548,-3.76930,2.74605,-0.30305,-0.02143,0.04440
35.6192,-0.42192,-2.96514,2.57270,-0.33591,0.00156,0.04339
35.6294,-0.49081,-5.03119,4.27498,-0.26045,-0.01585,0.04056
35.6389,-0.09234,-3.65469,4.22281,-0.29850,0.00094,0.04614
35.6491,0.79242,-4.97189,4.19346,-0.25756,0.03806,0.04213
35.6592,-1.47419,-1.77256,2.85776,-0.37015,-0.03900,0.04683
35.6690,-0.53437,-3.82921,2.80781,-0.29489,0.02158,0.04616
35.6793,-0.33663,-1.98181,2.09735,-0.34139,-0.01195,0.03957
35.6890,-0.52947,-2.39390,1.21025,-0.35081,0.00489,0.04028
35.6992,-1.80546,-0.55792,0.69347,-0.41017,-0.04234,0.04215
35.7093,-1.10603,-2.13122,1.32872,-0.34835,-0.00636,0.04164
35.7190,-1.33195,-0.62376,0.98096,-0.40854,-0.01825,0.04804
35.7293,-0.68371,-3.31992,2.37259,-0.32948,-0.02488,0.04149
35.7389,-0.40379,-2.84504,3.00608,-0.34211,-0.00535,0.04315
35.7495,0.04272,-3.35603,2.91942,-0.31627,0.01874,0.04215
35.7591,-1.56292,-1.25293,1.92806,-0.39467,-0.02363,0.04098
35.7692,-0.28023,-4.02861,3.02461,-0.30707,0.01222,0.04047
35.7790,-0.10453,-2.89444,3.15471,-0.33657,0.00350,0.04368
35.7888,0.23147,-4.17946,3.35781,-0.30888,0.01686,0.04071
35.7988,-0.62240,-2.69149,2.91790,-0.35179,-0.01196,0.04602
35.8093,-0.16887,-4.64616,3.51820,-0.29248,0.01572,0.04432
35.8191,-0.51722,-1.54565,2.37435,-0.38704,-0.00915,0.04527
35.8291,-0.68063,-2.99922,2.38926,-0.33973,-0.00936,0.04289
35.8391,-0.57512,-2.40397,2.10897,-0.36670,0.00314,0.04385
35.8491,-0.11197,-3.50468,2.28084,-0.33498,0.01452,0.03751
35.8592,0.22433,-2.26645,1.75304,-0.38400,0.02401,0.04553
35.8692,0.23541,-4.31250,3.13160,-0.30324,0.01533,0.03917
35.8792,0.81843,-2.28676,2.96120,-0.35103,0.03621,0.04416
35.8890,0.29713,-4.05180,3.34780,-0.32048,0.02257,0.04417
35.8990,0.63927,-2.76997,2.71318,-0.34344,0.00574,0.05110
35.9092,0.58956,-4.44482,3.11374,-0.30295,0.01402,0.04968
35.9192,0.24443,-2.10883,2.34908,-0.36386,0.01622,0.04986
35.9292,-0.86579,-3.72776,2.79001,-0.32729,-0.03720,0.05066
35.9391,-0.47043,-3.23584,2.65706,-0.34252,0.01142,0.04727
35.9492,-0.93113,-3.48601,2.91901,-0.32424,-0.02513,0.04081
35.9590,-1.28171,-2.34987,2.56560,-0.36384,-0.02305,0.04666
35.9690,-1.38661,-3.56196,3.06859,-0.32392,-0.03642,0.04477
35.9791,-0.89004,-3.14690,3.04602,-0.34125,-0.02786,0.04578
35.9892,-1.28923,-2.49035,2.82665,-0.35194,-0.03572,0.04350
35.9994,-1.01485,-2.31355,2.20377,-0.36492,-0.02219,0.04587
36.0091,-1.51985,-2.80293,2.50343,-0.36286,-0.02636,0.04265
36.0192,-0.93089,-1.77616,1.93926,-0.39252,-0.02572,0.04209
36.0291,-1.55284,-2.87033,2.73687,-0.35321,-0.03429,0.04239
36.0392,-0.76317,-2.56488,2.50598,-0.37428,-0.01327,0.04702
36.0492,-0.34729,-3.31505,2.77065,-0.33174,-0.00949,0.05067
36.0592,-0.93370,-2.38402,2.37776,-0.36918,-0.00147,0.04865
36.0692,-0.31097,-4.11240,2.68266,-0.32809,-0.00461,0.04682
36.0791,-0.33753,-2.38897,2.48106,-0.37703,0.00525,0.04894
36.0893,-0.21016,-3.66698,2.83599,-0.33127,0.01814,0.04622
36.0990,-0.19577,-2.87760,2.39716,-0.37328,0.01689,0.04803
36.1091,0.11640,-3.71468,2.62709,-0.34057,0.00045,0.04321
36.1191,0.03772,-2.18063,2.13206,-0.38468,0.02989,0.04490
36.1292,-0.36154,-3.39620,2.51499,-0.34618,-0.01651,0.04836
36.1395,0.04488,-2.38504,2.02537,-0.36593,0.00934,0.04592
36.1491,-0.23847,-2.72813,2.06627,-0.35896,-0.00083,0.05131
36.1592,-0.58382,-1.93939,1.76547,-0.39215,0.01206,0.05240
36.1691,-1.18669,-3.16203,2.39633,-0.35071,-0.02244,0.04524
36.1791,-0.44850,-2.70708,2.32379,-0.37040,0.01268,0.05169
36.1891,-1.16190,-3.05821,2.73387,-0.34527,-0.02980,0.04954
36.1992,-0.94206,-2.62147,2.54984,-0.37299,-0.00579,0.05344
36.2092,-0.97750,-2.94229,2.79367,-0.35241,-0.03080,0.05132
36.2191,-1.45372,-2.47883,2.38083,-0.38038,-0.03180,0.04688
36.2293,-1.37620,-2.88142,2.48986,-0.34912,-0.03952,0.05065
36.2391,-0.93105,-2.44472,2.14285,-0.37617,-0.02349,0.04537
36.2491,-1.01769,-3.21593,2.73681,-0.34601,-0.02571,0.05434
36.2591,-1.17947,-2.53663,2.68769,-0.36940,-0.02291,0.04638
36.2689,-0.83878,-3.28365,2.69326,-0.35070,-0.02973,0.04912
36.2790,-0.93751,-2.51253,2.62503,-0.36991,0.00223,0.04718
36.2892,-0.58313,-3.21174,2.47758,-0.35551,-0.01657,0.05114
36.2994,-0.76511,-2.66957,2.47646,-0.37137,-0.01803,0.05055
36.3091,-0.79891,-3.02892,2.18224,-0.36216,-0.01158,0.04896
36.3192,-1.03030,-2.42015,1.96731,-0.37973,-0.01140,0.04747
36.3291,-0.73775,-2.74792,2.33506,-0.35787,-0.01758,0.04580
36.3392,-0.68683,-2.66653,2.36874,-0.36715,-0.01909,0.04929
36.3490,-0.47991,-2.69338,2.22589,-0.36606,-0.01756,0.05298
36.3591,-0.72687,-2.05065,1.94284,-0.37926,-0.01268,0.04916
36.3693,-0.63333,-2.91237,2.14964,-0.36698,-0.00986,0.04803
36.3793,-0.42731,-2.43359,1.86299,-0.38296,-0.00924,0.05027
36.3892,-0.79442,-2.86646,2.30601,-0.35947,-0.00251,0.04886
36.3990,-0.58916,-2.51046,2.39315,-0.37906,-0.00491,0.04721
36.4092,-0.53909,-2.94846,2.42668,-0.35615,-0.00826,0.04472
36.4191,-0.67373,-2.32098,2.12893,-0.38053,-0.02307,0.04951
36.4293,-0.80359,-2.80216,2.12579,-0.36820,-0.00930,0.05390
36.4390,-0.81236,-2.63835,2.02966,-0.37620,-0.01172,0.04914
36.4494,-0.72853,-3.06467,2.32866,-0.35713,-0.01450,0.04736
36.4591,-0.92399,-2.62040,2.25134,-0.38019,-0.00552,0.04775
36.4691,-0.54072,-3.30181,2.51366,-0.35541,-0.00286,0.04660
36.4793,-0.55044,-2.78580,2.53282,-0.37611,0.00591,0.04993
36.4890,-0.02688,-3.21500,2.59781,-0.35776,-0.00143,0.04810
36.4991,-0.36069,-2.88024,2.55983,-0.37007,-0.00329,0.04840
36.5092,-0.17213,-3.35394,2.24476,-0.36514,-0.00088,0.05116
36.5188,-0.21986,-2.85656,2.35345,-0.36905,0.00240,0.04864
36.5294,-0.55500,-3.24829,2.61562,-0.35653,-0.01013,0.04920
36.5391,-0.24315,-2.86491,2.49956,-0.36620,-0.00316,0.04515
36.5493,-0.32863,-3.68181,2.72116,-0.34832,-0.00372,0.04682
36.5592,-0.45128,-2.34322,2.27772,-0.38651,0.00359,0.04559
36.5691,-0.64358,-3.16267,2.42885,-0.37037,-0.00756,0.04594
36.5792,-0.66227,-2.61309,2.04341,-0.37976,-0.00392,0.04565
36.5891,-0.88280,-3.04214,2.13027,-0.36884,-0.01825,0.04682
36.5992,-0.71186,-2.49779,2.19068,-0.37420,-0.00127,0.04865
36.6094,-1.04490,-2.72726,2.27186,-0.37502,-0.01739,0.04888
36.6192,-0.94262,-2.78652,2.38551,-0.37338,-0.01532,0.04702
36.6291,-1.09154,-2.60120,2.25582,-0.38078,-0.02458,0.04970
36.6392,-0.73505,-2.78929,2.10834,-0.36946,-0.01418,0.04936
36.6493,-1.07240,-2.71726,2.01702,-0.37675,-0.02428,0.04560
36.6591,-0.81128,-2.65436,2.15078,-0.37090,-0.01133,0.04298
36.6695,-1.11375,-2.55073,2.07851,-0.37856,-0.02082,0.04338
36.6791,-0.77634,-2.52269,2.14580,-0.36945,-0.00647,0.04538
36.6891,-0.91893,-2.44432,2.18293,-0.38008,-0.02142,0.04578
36.6990,-0.67726,-2.32487,2.33294,-0.36478,-0.00922,0.04511
36.7092,-1.07158,-2.80565,2.49322,-0.36803,-0.01557,0.04097
36.7190,-0.77958,-2.79602,2.33796,-0.36248,-0.01200,0.04309
36.7290,-0.91595,-2.29120,2.12073,-0.37194,-0.01853,0.04197
36.7390,-0.74095,-2.60511,2.16774,-0.37698,-0.01421,0.04484
36.7490,-0.58981,-2.47783,2.10610,-0.36712,-0.01019,0.04191
36.7591,-0.57021,-2.53990,2.26135,-0.36845,-0.00224,0.03741
36.7691,-0.56327,-2.66780,2.13955,-0.37336,-0.01508,0.02984
36.7788,-0.45595,-2.85166,2.11378,-0.37725,-0.01406,0.01837
36.7888,-0.54267,-2.66084,2.12699,-0.36409,-0.01025,-0.00370
36.7992,-0.93116,-2.65292,1.88204,-0.36719,-0.00660,-0.02222
36.8090,-0.86264,-2.71955,2.19838,-0.37822,-0.00440,-0.04312
36.8190,-0.55947,-2.61230,2.20121,-0.35938,-0.01204,-0.05109
36.8289,-0.51825,-2.87202,2.25321,-0.35764,-0.00825,-0.06793
36.8392,-0.74698,-2.87535,2.45308,-0.36251,0.00396,-0.07169
36.8491,-0.60565,-2.69341,2.36254,-0.36264,-0.00743,-0.07905
36.8593,-0.76567,-2.44505,2.27815,-0.35901,-0.00140,-0.08030
36.8691,-0.30406,-2.44673,2.21913,-0.36765,-0.01940,-0.08059
36.8790,-0.60615,-2.36347,2.25457,-0.36774,-0.00892,-0.07695
36.8889,-0.66431,-2.39008,2.16673,-0.37367,-0.00956,-0.07342
36.8990,-0.60533,-2.35226,2.26309,-0.35109,-0.00946,-0.06793
36.9094,-0.61182,-2.60020,2.38500,-0.37550,-0.00920,-0.06126
36.9191,-0.47085,-2.56914,2.18745,-0.36576,-0.00765,-0.06198
36.9292,-0.84766,-2.30688,2.30329,-0.36737,-0.00766,-0.05551
36.9391,-0.44147,-2.70016,2.14025,-0.37481,-0.01580,-0.04736
36.9493,-0.41430,-2.60088,1.99535,-0.38294,-0.01899,-0.03351
36.9590,-0.66445,-2.38484,2.08137,-0.36724,-0.01436,-0.01818
36.9693,-0.60164,-2.43853,2.00018,-0.37504,-0.01507,-0.00797
36.9790,-0.63678,-2.70016,2.10041,-0.37888,-0.01527,0.00336
36.9891,-0.23518,-2.75131,2.21383,-0.36907,-0.01261,0.01453
36.9992,-0.54357,-2.89614,2.41171,-0.36691,-0.01126,0.02118
37.0088,-0.31499,-2.60939,2.20949,-0.36706,-0.00300,0.03085
37.0192,-0.55032,-2.96888,2.25616,-0.36353,0.00123,0.02997
37.0291,-0.31407,-2.56689,2.11761,-0.37412,-0.00509,0.04062
37.0390,-0.34377,-2.32397,2.06433,-0.36997,0.00048,0.04580
37.0490,-0.45644,-2.67953,2.04595,-0.37968,0.00801,0.04426
37.0594,0.08758,-2.83739,2.09924,-0.36439,0.01557,0.04238
37.0692,-0.26833,-2.53188,1.87987,-0.37739,-0.00327,0.04136
37.0792,-0.00181,-2.42171,2.05660,-0.37882,0.01344,0.04435
37.0892,-0.39183,-2.63378,2.09178,-0.37230,-0.00093,0.03967
37.0993,0.15899,-2.65363,2.12117,-0.37927,0.02518,-0.02478
37.1091,-0.56503,-2.55609,2.53118,-0.39290,-0.01398,0.10007
37.1193,0.10200,-2.43971,2.39850,-0.37855,0.01907,0.03524
37.1292,-1.01532,-2.63719,2.06756,-0.38072,-0.00987,0.04100
