t_rel_s,fx,fy,fz,tx,ty,tz
10.8191,-0.56616,-2.47418,1.92425,-0.30528,-0.07501,0.04999
10.8292,-0.44214,-2.15723,1.54400,-0.32550,-0.04897,0.04436
10.8390,-0.47575,-3.26872,1.87725,-0.27697,-0.08212,0.04680
10.8492,0.02375,-1.96927,1.45116,-0.31421,-0.05363,0.04643
10.8590,-0.46833,-3.36096,2.54303,-0.25910,-0.07154,0.04382
10.8694,-0.17689,-2.36887,1.63113,-0.30423,-0.06878,0.05221
10.8792,-0.37475,-3.44194,2.12531,-0.26545,-0.07791,0.04215
10.8894,-0.29145,-2.86648,1.89019,-0.28691,-0.05954,0.04452
10.8989,-0.18772,-3.82822,1.83269,-0.26834,-0.05865,0.04189
10.9093,0.03792,-2.73836,1.30410,-0.29172,-0.06127,0.04633
10.9191,-0.08314,-3.25586,1.96750,-0.26979,-0.07362,0.04344
10.9292,-0.37424,-2.65173,2.06113,-0.29927,-0.06128,0.04672
10.9390,0.12721,-3.37167,2.55435,-0.27112,-0.06560,0.04660
10.9492,0.44270,-3.23552,3.11760,-0.28194,-0.06031,0.05004
10.9589,0.00718,-2.84943,4.33957,-0.27522,-0.06377,0.04255
10.9691,-0.51608,-1.87424,3.88013,-0.30342,-0.07723,0.04446
10.9790,-0.51343,-2.66782,4.03394,-0.27442,-0.07771,0.04489
10.9892,0.16240,-2.41750,4.36811,-0.28237,-0.04053,0.04522
10.9991,-0.71510,-2.47000,5.03137,-0.28997,-0.07321,0.04203
11.0090,-0.52151,-1.97735,3.89266,-0.31718,-0.06790,0.04403
11.0191,-0.52620,-3.09964,5.22328,-0.27179,-0.06586,0.04840
11.0291,0.40776,-1.38252,4.21527,-0.32124,-0.02720,0.05081
11.0393,-1.54506,-2.99952,4.87630,-0.26758,-0.10624,0.04626
11.0492,0.33566,-2.07035,3.96572,-0.30258,-0.03889,0.04654
11.0591,-0.45527,-3.43334,5.24907,-0.25506,-0.07410,0.05059
11.0690,-0.65484,-1.48903,3.12407,-0.30807,-0.06338,0.04726
11.0793,-0.81128,-3.77863,3.44474,-0.24720,-0.08710,0.04883
11.0890,0.18536,-2.46039,2.64861,-0.29632,-0.03772,0.05165
11.0990,-0.48846,-3.60626,2.56116,-0.25789,-0.08810,0.04160
11.1093,-0.45814,-2.18481,1.08787,-0.30388,-0.07388,0.04309
11.1191,0.34236,-4.14657,2.13157,-0.23120,-0.06336,0.04785
11.1293,-0.40648,-1.21875,0.83911,-0.32155,-0.06022,0.04261
11.1392,-0.75296,-3.62950,1.54864,-0.24449,-0.09993,0.04121
11.1491,0.14682,-2.06573,1.51804,-0.28407,-0.05200,0.04687
11.1591,0.15864,-3.44110,3.07370,-0.23819,-0.05796,0.04741
11.1692,-0.85306,-1.34176,2.19658,-0.32325,-0.10077,0.03614
11.1792,-0.28256,-3.43700,2.05514,-0.26254,-0.06805,0.04304
11.1894,0.14994,-1.51407,2.27261,-0.31606,-0.02328,0.05023
11.1991,-0.61882,-1.91078,3.28904,-0.28675,-0.07261,0.04355
11.2092,-0.79256,-1.16216,2.19809,-0.31518,-0.10441,0.04125
11.2190,0.38747,-1.39584,2.92110,-0.29463,-0.03913,0.05357
11.2292,-0.42275,-0.52514,2.42831,-0.33812,-0.04298,0.04716
11.2395,-1.63720,-2.46229,2.82959,-0.27555,-0.11876,0.03727
11.2489,0.27136,-1.04550,2.30451,-0.31414,-0.03313,0.04135
11.2590,-1.03180,-2.08347,2.41026,-0.30394,-0.07061,0.04025
11.2689,-0.66780,-1.66147,1.83081,-0.30131,-0.07601,0.04615
11.2791,-0.44647,-3.18886,1.40820,-0.25954,-0.08593,0.04441
11.2890,0.09860,-3.55870,0.66966,-0.25589,-0.04930,0.04587
11.2991,-0.54083,-6.66702,0.70287,-0.17565,-0.09048,0.03844
11.3094,0.29350,-4.40909,-0.39153,-0.22958,-0.06012,0.03877
11.3191,-0.63294,-4.51504,0.49086,-0.20799,-0.08950,0.04286
11.3292,-0.48233,-2.12562,1.00344,-0.29452,-0.07963,0.04749
11.3391,-0.88464,-4.10243,2.91340,-0.25273,-0.09890,0.04261
11.3490,0.19250,-2.09330,3.53575,-0.28765,-0.03246,0.04431
11.3592,-0.01022,-1.24488,5.27638,-0.33476,-0.03750,0.04355
11.3691,-0.96394,-0.88741,4.16262,-0.32979,-0.08858,0.04800
11.3793,0.31001,0.18011,2.28770,-0.38180,-0.06689,0.05061
11.3891,0.80466,-1.53506,3.42224,-0.30976,-0.00119,0.04702
11.3991,-1.39710,-0.55109,3.03405,-0.35572,-0.10285,0.04606
11.4091,-1.30670,-1.75097,1.42357,-0.32036,-0.07558,0.04179
11.4190,-0.30301,-1.73568,2.44028,-0.30568,-0.07868,0.05238
11.4293,1.42508,-1.43713,2.06065,-0.32973,0.01763,0.05112
11.4390,-3.08703,-0.81994,2.45881,-0.35176,-0.17681,0.04132
11.4491,0.79554,-4.51170,4.49290,-0.21912,-0.02884,0.05205
11.4592,0.05161,-1.14538,3.51159,-0.32714,-0.06177,0.04991
11.4691,0.11051,-3.99922,3.49231,-0.25258,-0.04316,0.04997
11.4792,-1.71980,-4.03436,2.98640,-0.23981,-0.15091,0.04304
11.4891,1.51392,-3.64233,2.65427,-0.24125,0.00687,0.05164
11.4990,-2.12111,-3.65516,4.07244,-0.24386,-0.14950,0.05006
11.5091,0.37584,-3.55415,2.99700,-0.23817,-0.04228,0.04671
11.5193,-0.08931,-2.71919,2.82540,-0.28461,-0.10174,0.04880
11.5292,0.77482,-4.34116,3.87299,-0.24058,-0.01265,0.05351
11.5391,-0.39296,-1.78878,2.02582,-0.31996,-0.09491,0.05019
11.5491,0.36923,-4.37821,2.38875,-0.23611,-0.04425,0.04943
11.5592,-0.56819,-2.72101,2.98174,-0.27971,-0.08635,0.04910
11.5691,0.87538,-2.18980,1.89922,-0.30156,0.01535,0.04834
11.5790,-1.84396,-3.23548,2.77779,-0.28677,-0.14798,0.05145
11.5891,1.82845,-2.27217,2.68249,-0.30503,0.01160,0.05488
11.5991,-1.27675,-3.03549,3.72229,-0.28495,-0.12494,0.04408
11.6093,0.14682,-4.17406,3.48585,-0.24194,-0.04174,0.04642
11.6192,0.27260,-6.31589,3.27382,-0.17971,-0.06582,0.05266
11.6292,0.36934,-7.00874,2.36775,-0.15340,-0.02599,0.04494
11.6391,-1.15282,-6.87226,1.87215,-0.15439,-0.11814,0.05183
11.6491,0.26319,-4.84107,0.61377,-0.22213,-0.05408,0.04743
11.6589,-0.62270,-3.60567,0.73249,-0.25353,-0.09615,0.04702
11.6690,-0.21644,-3.39394,1.01109,-0.26994,-0.07498,0.04771
11.6792,-0.57708,-3.58759,2.13116,-0.24892,-0.09073,0.04752
11.6889,-0.44463,-1.73739,2.43707,-0.31078,-0.04628,0.05122
11.6991,-0.78207,0.15274,1.74220,-0.39123,-0.06823,0.05686
11.7089,-0.22114,-2.55882,2.66135,-0.29019,-0.08139,0.05480
11.7190,0.62740,0.48222,1.29698,-0.40036,-0.04908,0.05369
11.7289,-0.57907,-1.06084,1.88609,-0.35655,-0.07213,0.05267
11.7390,-0.93929,-0.30372,0.96084,-0.39878,-0.11127,0.05579
11.7490,0.64618,-2.03932,1.33799,-0.31322,-0.02230,0.05373
11.7590,-1.75410,0.26018,0.29414,-0.41567,-0.10152,0.05663
11.7692,-0.32621,-2.22835,1.35574,-0.30923,-0.06077,0.05901
11.7790,-0.57187,0.10210,-0.31951,-0.40244,-0.08191,0.05491
11.7894,0.76994,-4.26670,1.40011,-0.25696,-0.04326,0.05274
11.7992,-1.49233,-1.35739,-0.02142,-0.35970,-0.12383,0.05245
11.8091,0.08064,-4.29781,1.28828,-0.25631,-0.04184,0.05861
11.8190,-1.22959,-1.32806,0.20923,-0.37146,-0.11980,0.05204
11.8290,0.39636,-3.48754,1.44990,-0.28602,-0.02807,0.05686
11.8391,-1.36175,-2.58701,0.87433,-0.33406,-0.12719,0.05747
11.8492,0.66920,-5.27669,2.47117,-0.22806,-0.03034,0.05976
11.8590,-0.47396,-1.57630,0.70177,-0.37038,-0.08285,0.05700
11.8690,0.29130,-4.73295,3.02826,-0.26047,-0.05372,0.05384
11.8790,-0.67126,-3.04817,2.96307,-0.31341,-0.08200,0.05326
11.8891,1.53175,-4.98161,3.33436,-0.25291,-0.01064,0.04982
11.8991,-0.72901,-1.59510,2.11574,-0.36678,-0.08832,0.05242
11.9092,1.06211,-3.55070,2.54675,-0.29408,-0.05285,0.05085
11.9191,-0.37030,-0.91255,0.90046,-0.39606,-0.07341,0.05033
11.9293,0.12584,-4.50942,3.02034,-0.27382,-0.06590,0.04185
11.9390,0.23271,-4.24499,4.16367,-0.27240,-0.07376,0.04051
11.9493,1.03960,-3.92864,4.71672,-0.27208,-0.02040,0.04067
11.9591,0.20014,-1.56165,3.95236,-0.36709,-0.05358,0.04627
11.9690,0.27956,-4.81830,6.59648,-0.26724,-0.04482,0.05010
11.9791,0.59143,-3.63845,5.96696,-0.30351,-0.03795,0.04959
11.9891,0.65692,-6.59459,7.17808,-0.21097,-0.02364,0.05607
11.9992,0.24675,-5.24725,6.25651,-0.25109,-0.06380,0.05458
12.0089,1.00455,-5.25708,5.55292,-0.26453,-0.02015,0.05190
12.0190,-0.27551,-3.55469,4.42790,-0.31147,-0.05338,0.04863
12.0293,1.05506,-3.29242,3.32377,-0.31964,-0.02512,0.05167
12.0390,1.15659,-3.38180,2.42039,-0.33072,-0.00951,0.05573
12.0491,2.17500,-2.64363,1.82951,-0.33105,0.00756,0.05919
12.0590,4.02743,-1.11832,-0.35666,-0.40986,0.11830,0.06553
12.0693,1.18132,-3.27922,1.31340,-0.32431,-0.03554,0.05679
12.0791,3.97628,-2.86041,1.23382,-0.32751,0.10037,0.06479
12.0891,2.75073,-3.55410,2.10547,-0.32359,0.03274,0.05854
12.0992,3.10953,-4.20600,2.61009,-0.29429,0.03883,0.06106
12.1090,-0.30702,-3.73902,3.42470,-0.30882,-0.06576,0.05457
12.1191,2.96117,-3.81998,3.30269,-0.31313,0.11074,0.06590
12.1292,-2.49085,-4.46196,4.49931,-0.30183,-0.16730,0.05087
12.1391,0.09239,-4.10977,4.27903,-0.30635,-0.03014,0.05625
12.1490,-3.34978,-3.88767,4.73308,-0.31816,-0.17799,0.04755
12.1591,-0.20265,-3.86425,3.83834,-0.29279,-0.03294,0.05723
12.1691,-4.27903,-3.49169,4.00076,-0.32125,-0.20353,0.05339
12.1789,-2.21106,-2.73549,3.63395,-0.33874,-0.12438,0.05234
12.1889,-1.78685,-3.54127,3.93923,-0.31518,-0.12132,0.05178
12.1990,-2.09835,-3.59717,3.87277,-0.30774,-0.10991,0.05331
12.2093,-2.99084,-2.23242,3.54355,-0.35109,-0.16092,0.05541
12.2190,-0.41600,-2.97304,2.95368,-0.33476,-0.04724,0.05279
12.2294,-1.63018,-3.37112,3.32527,-0.31787,-0.12132,0.05009
12.2391,0.13897,-3.46887,2.83901,-0.31366,-0.04362,0.05152
12.2492,-1.48794,-2.49017,2.55609,-0.35473,-0.10681,0.05397
12.2593,0.98556,-3.11143,2.30405,-0.32067,-0.01001,0.05412
12.2691,-1.42373,-2.56357,2.35742,-0.34791,-0.11323,0.05598
12.2791,0.20678,-2.72264,2.20036,-0.34062,-0.03009,0.05639
12.2891,-1.06301,-2.98157,2.60221,-0.32772,-0.06879,0.05277
12.2992,0.24452,-3.49761,2.25503,-0.30969,-0.04457,0.05112
12.3090,-1.21782,-3.25015,2.27854,-0.33433,-0.09559,0.05496
12.3192,0.12886,-2.91003,2.02416,-0.33319,-0.03766,0.05241
12.3290,-1.51429,-2.99277,2.82293,-0.33159,-0.09935,0.05294
12.3390,-1.14043,-2.44064,2.63220,-0.33879,-0.08021,0.05130
12.3494,-1.51613,-2.55057,2.78712,-0.33409,-0.08468,0.04933
12.3591,-0.55873,-3.24974,2.87770,-0.32765,-0.04065,0.05293
12.3691,-1.35888,-2.39679,2.71669,-0.34319,-0.10360,0.04699
12.3791,-0.59528,-2.49391,2.69272,-0.35170,-0.05926,0.05389
12.3891,0.27018,-2.87642,2.93410,-0.32889,-0.05725,0.05247
12.3990,0.07238,-2.64206,2.90991,-0.33084,-0.02653,0.05495
12.4089,-0.16891,-2.57860,2.97197,-0.34394,-0.05730,0.05181
12.4191,0.49416,-2.72281,2.80293,-0.33648,-0.01151,0.05550
12.4291,-0.09303,-3.13804,3.10273,-0.31948,-0.06446,0.05131
12.4391,0.58275,-3.33716,3.14250,-0.33097,-0.02539,0.05520
12.4490,-0.07606,-3.05391,2.79699,-0.32886,-0.05859,0.05650
12.4591,0.74426,-3.64061,2.96096,-0.30615,-0.00820,0.05413
12.4690,-0.92221,-2.78950,2.80055,-0.33544,-0.07991,0.04997
12.4792,0.58790,-3.04711,2.73394,-0.32157,-0.01515,0.05712
12.4890,0.03659,-2.79312,2.32444,-0.33496,-0.04948,0.05416
12.4992,0.77205,-3.39814,2.06541,-0.31259,-0.01847,0.05486
12.5089,-0.55902,-2.88477,1.73424,-0.33666,-0.06591,0.05300
12.5192,1.33723,-3.23275,1.81818,-0.33039,0.03964,0.05697
12.5292,0.25339,-3.31239,1.96434,-0.32340,-0.05574,0.05565
12.5390,0.92949,-2.80665,2.42153,-0.33906,-0.02170,0.05445
12.5489,0.55420,-2.43987,2.36181,-0.33320,-0.02052,0.05375
12.5592,2.06505,-2.94965,2.14987,-0.32171,0.06421,0.06284
12.5691,-0.71684,-2.74060,2.11403,-0.33143,-0.08802,0.05173
12.5791,1.44473,-2.33932,1.75479,-0.33803,0.01000,0.05834
12.5890,1.87236,-3.37562,1.74223,-0.30320,0.01813,0.05983
12.5991,2.05416,-3.43509,1.37221,-0.31276,0.02265,0.06460
12.6094,-0.80028,-1.98065,1.22802,-0.34434,-0.08884,0.05218
12.6191,3.17335,-3.16665,0.87309,-0.32203,0.09292,0.06166
12.6290,-1.94484,-3.98227,2.27711,-0.31209,-0.13511,0.06060
12.6391,1.11947,-3.40070,1.81011,-0.32583,0.03582,0.06780
12.6490,-1.49366,-3.31625,2.45362,-0.32086,-0.11291,0.06003
12.6590,1.36997,-3.60748,2.07531,-0.31054,0.03468,0.06339
12.6691,-3.50327,-3.10744,2.63985,-0.33068,-0.16435,0.06245
12.6789,0.67945,-2.61507,1.95211,-0.33831,0.00226,0.06642
12.6891,-0.98887,-3.00116,2.49245,-0.31365,-0.06852,0.06850
12.6991,0.76521,-3.26671,1.99415,-0.32077,0.01182,0.05829
12.7090,-2.16695,-1.93539,2.43483,-0.34586,-0.13064,0.06389
12.7190,3.04989,-2.40357,1.13656,-0.32770,0.14401,0.06769
12.7289,-1.90251,-3.50699,2.23318,-0.27997,-0.10006,0.05852
12.7391,1.46014,-1.80744,0.81660,-0.34185,0.04399,0.05321
12.7491,-0.03168,-2.85543,2.09894,-0.30194,-0.03892,0.06399
12.7589,3.00782,-3.54514,1.49989,-0.28219,0.11330,0.06909
12.7692,-2.71970,-2.83391,2.31529,-0.29930,-0.15927,0.05175
12.7790,0.71618,-1.62409,2.25932,-0.34470,0.02584,0.06062
12.7890,-0.40377,-3.58344,3.90445,-0.28571,-0.02193,0.06412
12.7991,-0.46243,-2.63636,3.41193,-0.31121,-0.00458,0.06219
12.8090,-4.12698,-1.74723,3.51167,-0.32885,-0.18470,0.05265
12.8189,-0.00407,-1.45556,3.17666,-0.34514,0.01545,0.05811
12.8289,-3.81772,-3.33218,4.08721,-0.29405,-0.15228,0.05568
12.8390,-1.04327,-1.70602,2.29903,-0.33450,-0.02492,0.05811
12.8490,-2.68336,-1.87322,3.15915,-0.33215,-0.11279,0.05837
12.8590,0.69363,-2.65166,3.01393,-0.32037,0.03494,0.05828
12.8690,-2.61476,-2.58517,3.25368,-0.30958,-0.13924,0.05334
12.8789,-0.31737,-1.43765,3.38736,-0.34981,-0.00366,0.05776
12.8890,-0.39056,-2.33938,3.91521,-0.32270,-0.02318,0.05883
12.8990,0.28587,-2.42750,3.55020,-0.31212,-0.00216,0.05279
12.9091,-2.24938,-2.11642,3.71063,-0.33357,-0.11436,0.05376
12.9190,2.22937,-1.96755,3.12374,-0.32822,0.11015,0.06494
12.9290,-1.32037,-2.97540,3.24089,-0.29920,-0.09723,0.05424
12.9390,0.12655,-1.54172,2.32650,-0.34213,-0.00551,0.04979
12.9491,0.33181,-2.34965,2.90254,-0.32108,-0.01637,0.05570
12.9591,2.19821,-2.94382,2.79852,-0.28985,0.10769,0.06440
12.9691,-1.89978,-2.54775,2.59949,-0.30975,-0.08977,0.04786
12.9790,-0.31467,-2.05329,2.43466,-0.32746,-0.00139,0.05256
12.9893,0.40766,-3.09685,2.84300,-0.29724,0.02987,0.06033
12.9992,0.00669,-2.79368,2.29618,-0.29374,0.01474,0.05193
13.0091,-3.64146,-1.76800,1.91448,-0.33079,-0.14637,0.04307
13.0192,1.52027,-2.33609,1.67550,-0.31775,0.07914,0.05768
13.0291,-2.35149,-3.23561,2.35618,-0.27460,-0.13182,0.04076
13.0393,-0.32883,-2.26442,2.12274,-0.32019,-0.01336,0.04930
13.0491,-1.14375,-1.91531,2.55785,-0.32920,-0.04679,0.05351
13.0588,2.09756,-3.28271,2.56890,-0.29466,0.08955,0.04945
13.0691,-2.25846,-2.37015,2.45223,-0.31244,-0.11881,0.04265
13.0791,0.69092,-1.93997,2.46169,-0.32090,0.04923,0.05854
13.0894,-0.48765,-2.39663,2.20482,-0.32531,-0.01171,0.05313
13.0989,0.23131,-3.07849,1.47777,-0.30294,-0.00140,0.04628
13.1090,-3.25864,-2.30058,1.95213,-0.33195,-0.13278,0.04417
13.1190,1.75224,-2.68151,1.18426,-0.32291,0.09440,0.05751
13.1289,-2.99169,-3.16235,1.67155,-0.29105,-0.14553,0.03925
13.1390,-0.51386,-2.11295,0.82163,-0.32610,-0.01946,0.04418
13.1492,-0.85234,-2.66039,1.37510,-0.31075,-0.04707,0.05210
13.1590,2.65457,-3.37414,0.95612,-0.29204,0.12684,0.05945
13.1690,-3.66665,-2.72921,1.28688,-0.30028,-0.17632,0.04279
13.1791,0.35423,-1.80411,1.21575,-0.34374,0.02065,0.05568
13.1891,0.05887,-4.12503,2.80955,-0.28158,-0.01562,0.05332
13.1991,-0.98680,-2.63484,3.03707,-0.30673,-0.02130,0.04828
13.2090,-3.12946,-2.00608,3.37958,-0.32214,-0.14032,0.04534
13.2191,1.36296,-2.08620,3.53044,-0.33658,0.07764,0.05200
13.2289,-2.23297,-3.27623,3.94685,-0.29623,-0.12023,0.04369
13.2390,0.04875,-1.77061,2.81669,-0.33244,0.01737,0.04998
13.2492,-1.03146,-1.75633,3.21624,-0.32925,-0.06095,0.05072
13.2592,2.18585,-2.50546,3.10100,-0.32930,0.09179,0.05391
13.2690,-2.65139,-2.15403,2.93944,-0.33160,-0.12979,0.04007
13.2791,0.27980,-1.62826,2.91505,-0.33701,0.02604,0.05449
13.2891,-0.73950,-2.15255,3.31010,-0.31603,-0.02968,0.05539
13.2991,-0.51419,-2.52862,2.91300,-0.31950,-0.01795,0.04486
13.3090,-2.95026,-1.80353,3.04918,-0.33794,-0.13020,0.05232
13.3192,1.54223,-2.44787,2.72728,-0.32457,0.08676,0.05599
13.3294,-2.39286,-2.80529,2.74229,-0.30804,-0.13623,0.04479
13.3391,-0.50854,-1.87888,1.97880,-0.33297,-0.02860,0.05110
13.3490,0.40040,-2.25215,2.23217,-0.31960,-0.00484,0.05698
13.3592,3.29766,-2.84105,2.17965,-0.30641,0.15081,0.06775
13.3693,-2.71753,-2.27577,1.58526,-0.31243,-0.15589,0.05326
13.3790,0.87505,-1.41393,1.38159,-0.35458,0.04358,0.06248
13.3893,2.01495,-3.01138,2.18542,-0.30939,0.03838,0.05944
13.3991,0.01743,-2.88652,2.68747,-0.30487,0.00314,0.06001
13.4090,-3.11761,-1.33139,2.16946,-0.35643,-0.12811,0.05137
13.4192,2.41374,-1.95316,1.95831,-0.35121,0.10615,0.06012
13.4290,-2.16673,-2.79011,2.48988,-0.30456,-0.12043,0.04882
13.4393,0.12989,-2.00953,1.65057,-0.34663,0.02559,0.06024
13.4492,-1.07654,-2.38301,1.97276,-0.32169,-0.06697,0.05871
13.4591,2.76050,-3.05439,2.38175,-0.32151,0.12749,0.06316
13.4693,-4.33372,-2.84542,2.36596,-0.31818,-0.22152,0.03980
13.4791,0.74951,-1.83281,2.65639,-0.33536,0.01457,0.06053
13.4892,-0.12288,-2.35946,3.05825,-0.32747,-0.00042,0.06194
13.4989,2.26257,-2.67200,2.14837,-0.32702,0.08221,0.05644
13.5091,-2.55609,-1.84064,2.04668,-0.33997,-0.12591,0.05105
13.5191,4.61911,-1.92483,1.25437,-0.33934,0.20397,0.07073
13.5290,-1.06516,-3.02643,1.83892,-0.30525,-0.08488,0.04771
13.5391,0.13632,-1.78466,1.62681,-0.34911,-0.00142,0.05070
13.5493,-1.20947,-1.76657,2.74363,-0.34444,-0.04735,0.05076
13.5591,1.84491,-2.65946,2.63694,-0.32691,0.07547,0.06573
13.5691,-5.75083,-2.71136,2.82975,-0.31690,-0.24947,0.03599
13.5791,-1.91993,-1.73486,2.30085,-0.33905,-0.06309,0.04961
13.5889,-0.26835,-3.03069,2.80584,-0.31264,-0.01659,0.05966
13.5990,-1.61341,-3.01758,3.01158,-0.32011,-0.04526,0.05035
13.6092,-4.84474,-2.35299,2.93174,-0.32612,-0.19259,0.04498
13.6190,1.19484,-2.10597,2.49781,-0.34406,0.05576,0.05265
13.6291,-3.16895,-3.49905,3.18008,-0.30521,-0.14138,0.04359
13.6391,-0.70449,-2.67453,2.84103,-0.31949,0.00537,0.05591
13.6490,-2.11743,-2.05317,2.69467,-0.33373,-0.10185,0.04745
13.6590,2.39353,-2.85259,2.32970,-0.32909,0.07853,0.05638
13.6692,-3.28888,-2.56022,2.74069,-0.32750,-0.16365,0.04655
13.6790,0.99809,-2.18083,2.33893,-0.32468,0.04040,0.05652
13.6890,-0.37185,-2.38312,2.56758,-0.33928,-0.01561,0.05721
13.6989,-0.37111,-2.96605,2.03081,-0.32178,-0.02227,0.04946
13.7091,-2.61164,-2.10094,2.38449,-0.33492,-0.10132,0.04864
13.7189,1.34398,-2.38048,2.30829,-0.33713,0.06067,0.06418
13.7294,-2.31697,-2.87353,2.61485,-0.31296,-0.10545,0.04929
13.7391,-0.89971,-2.48265,2.33277,-0.32782,-0.02145,0.05054
13.7491,-3.17887,-2.31221,2.81576,-0.33321,-0.12239,0.04165
13.7590,-0.64732,-2.90017,2.96607,-0.31129,-0.02201,0.05347
13.7694,-4.62047,-2.64141,3.34733,-0.31864,-0.16533,0.04343
13.7789,-2.20798,-2.43482,2.87318,-0.33718,-0.07873,0.04382
13.7892,-0.85761,-3.08837,2.95952,-0.31160,-0.03615,0.04928
13.7991,-1.22466,-2.78526,2.57360,-0.32162,-0.04143,0.05100
13.8093,-2.03751,-2.73878,2.60200,-0.33194,-0.07652,0.04427
13.8191,2.15335,-2.48875,2.50714,-0.32811,0.09252,0.05523
13.8292,0.81024,-3.08093,2.51319,-0.30733,-0.01427,0.05174
13.8391,1.73500,-2.43697,2.20993,-0.34166,0.06555,0.05990
13.8495,0.41386,-2.56148,2.52622,-0.32836,-0.00853,0.05183
13.8592,4.03848,-2.88267,2.14547,-0.31844,0.14266,0.05352
13.8690,-1.70014,-2.83924,2.76043,-0.30600,-0.08914,0.04432
13.8789,1.66601,-2.75819,2.43332,-0.33064,0.07368,0.05358
13.8894,0.42495,-2.61907,2.39249,-0.33127,-0.00717,0.05370
13.8992,0.94488,-2.96149,1.78990,-0.32082,0.03676,0.04836
13.9094,-2.78135,-2.21101,2.24815,-0.31617,-0.13299,0.04526
13.9192,0.78706,-2.32462,2.59573,-0.33157,0.05655,0.05856
13.9291,-3.17949,-2.85756,3.00007,-0.30813,-0.15085,0.04569
13.9390,-1.51968,-2.71996,2.89230,-0.32910,-0.04558,0.04315
13.9488,-3.26314,-1.96622,3.04653,-0.33600,-0.11932,0.04177
13.9589,-0.23619,-2.71118,2.69676,-0.32087,0.01324,0.05082
13.9689,-4.55034,-2.89726,3.00058,-0.32164,-0.18621,0.03591
13.9791,-1.45638,-2.03828,2.62339,-0.33771,-0.05708,0.04016
13.9890,0.02763,-2.70321,2.71809,-0.31295,-0.00899,0.04077
13.9989,-0.17616,-2.36981,2.78138,-0.30684,0.00642,0.02000
14.0089,-1.99832,-2.08236,2.38602,-0.33003,-0.09376,-0.00174
14.0191,2.58743,-2.53644,2.27328,-0.32523,0.10980,-0.01252
14.0293,0.41967,-2.79123,2.21769,-0.31423,-0.03096,-0.03422
14.0390,1.46126,-2.15688,2.22514,-0.31344,0.05364,-0.04230
14.0488,-0.05303,-2.20313,2.31150,-0.31997,-0.03211,-0.05772
14.0590,2.78272,-2.39566,1.63455,-0.33120,0.10625,-0.07296
14.0691,-2.28173,-2.79150,2.17730,-0.31494,-0.12658,-0.08861
14.0791,0.79641,-2.13505,2.16358,-0.32266,0.04294,-0.09121
14.0890,-0.25196,-2.36193,2.63431,-0.32444,-0.02306,-0.09539
14.0989,-0.50446,-2.32606,2.36604,-0.32413,-0.03622,-0.11342
14.1089,-1.98110,-1.75986,2.52436,-0.32849,-0.10191,-0.12198
14.1189,1.42813,-2.22539,2.64697,-0.33107,0.08971,-0.11947
14.1290,-2.03154,-2.40186,2.61582,-0.31203,-0.10681,-0.14274
14.1390,-0.67568,-2.14261,2.12732,-0.33363,-0.03949,-0.14202
14.1489,-1.25642,-2.13362,2.38194,-0.33156,-0.06446,-0.14804
14.1588,0.74818,-2.12164,2.37768,-0.32913,0.04011,-0.14844
14.1691,-3.13179,-2.61830,2.88499,-0.31534,-0.18749,-0.16441
14.1790,-1.24088,-1.67133,2.75733,-0.33410,-0.05048,-0.16701
14.1890,0.17137,-2.21726,2.54430,-0.31675,-0.02883,-0.15885
14.1989,-0.87671,-2.53213,2.43383,-0.31742,-0.04432,-0.16872
14.2091,-2.69155,-2.10047,2.68587,-0.32651,-0.13411,-0.16145
14.2191,1.68580,-1.94792,2.02704,-0.34109,0.04697,-0.15817
14.2291,-1.76454,-2.54643,2.14147,-0.31620,-0.08872,-0.17048
14.2391,0.27343,-2.23270,2.32081,-0.32495,-0.00123,-0.15069
14.2489,-0.74794,-2.02239,2.33981,-0.33467,-0.05675,-0.15493
14.2589,1.55603,-2.42481,1.93264,-0.33442,0.04989,-0.15700
14.2691,-2.95218,-2.75615,2.62692,-0.31148,-0.14871,-0.16284
14.2790,0.12104,-1.72382,2.68320,-0.33253,0.00247,-0.14953
14.2892,-0.50543,-2.39125,2.53932,-0.33517,-0.03111,-0.15475
14.2989,-0.44966,-2.67382,2.32251,-0.32290,-0.03446,-0.16083
14.3092,-2.15442,-2.29871,3.14907,-0.32321,-0.12884,-0.15725
14.3190,2.19086,-2.07265,2.39960,-0.33859,0.07904,-0.14694
14.3289,-1.25444,-3.23941,2.88543,-0.31134,-0.09954,-0.15763
14.3392,0.12119,-2.59514,2.76540,-0.32065,-0.01816,-0.15208
14.3492,-0.46278,-2.52697,2.90037,-0.32217,-0.03447,-0.15164
14.3590,1.27944,-2.53475,2.85051,-0.31771,0.04824,-0.15271
14.3694,-3.02070,-3.16479,3.05929,-0.30767,-0.14518,-0.17196
14.3793,-0.86196,-2.26445,2.61970,-0.33150,-0.05075,-0.16347
14.3891,-0.15936,-3.07083,2.94514,-0.31527,-0.01621,-0.16198
14.3991,-0.81953,-2.97937,2.78985,-0.30189,-0.04917,-0.15751
14.4092,-2.60351,-2.30172,3.07588,-0.31357,-0.13192,-0.15898
14.4191,1.43876,-2.50600,2.54466,-0.31506,0.04238,-0.15762
14.4290,-0.79755,-2.76970,2.66893,-0.30569,-0.07380,-0.16232
14.4392,0.43111,-2.61432,2.66074,-0.31383,-0.01542,-0.14817
